county,precinct,office,district,party,candidate,votes,absentee
Lewis,New Bremen 1 LD 4,State Senate,47,CON,Joseph A. Griffo,15,1
Lewis,New Bremen 2 LD 4,State Senate,47,CON,Joseph A. Griffo,36,1
Lewis,Osceola LD 10,State Senate,47,CON,Joseph A. Griffo,16,0
Lewis,Pinckney LD 8,State Senate,47,CON,Joseph A. Griffo,8,1
Lewis,Turin LD 7,State Senate,47,CON,Joseph A. Griffo,18,1
Lewis,Watson LD 6,State Senate,47,CON,Joseph A. Griffo,39,4
Lewis,West Turin 1 LD 8,State Senate,47,CON,Joseph A. Griffo,16,0
Lewis,West Turin 2 LD 8,State Senate,47,CON,Joseph A. Griffo,1,0
Lewis,West Turin 3 LD 8,State Senate,47,CON,Joseph A. Griffo,5,2
Lewis,West Turin 4 LD 8,State Senate,47,CON,Joseph A. Griffo,15,0
Lewis,Total,State Senate,47,CON,Joseph A. Griffo,621,34
Lewis,Croghan 1 LD 2,State Senate,47,IND,Joseph A. Griffo,4,0
Lewis,Croghan 2 LD 2,State Senate,47,IND,Joseph A. Griffo,17,1
Lewis,Croghan 3 LD 2,State Senate,47,IND,Joseph A. Griffo,14,0
Lewis,Croghan 4 LD 1,State Senate,47,IND,Joseph A. Griffo,11,0
Lewis,Denmark 1 LD 2,State Senate,47,IND,Joseph A. Griffo,12,0
Lewis,Denmark 2 LD 3,State Senate,47,IND,Joseph A. Griffo,17,2
Lewis,Denmark 3 LD 3,State Senate,47,IND,Joseph A. Griffo,17,0
Lewis,Diana 1 LD 1,State Senate,47,IND,Joseph A. Griffo,30,1
Lewis,Diana 2 LD 1,State Senate,47,IND,Joseph A. Griffo,9,0
Lewis,Greig LD 9,State Senate,47,IND,Joseph A. Griffo,33,2
Lewis,Harrisburg LD 8,State Senate,47,IND,Joseph A. Griffo,10,2
Lewis,Lewis LD 10,State Senate,47,IND,Joseph A. Griffo,19,0
Lewis,Leyden 1 LD 10,State Senate,47,IND,Joseph A. Griffo,10,2
Lewis,Leyden 2 LD 10,State Senate,47,IND,Joseph A. Griffo,7,0
Lewis,Leyden 3 LD 10,State Senate,47,IND,Joseph A. Griffo,6,0
Lewis,Lowville 1 LD 6,State Senate,47,IND,Joseph A. Griffo,8,1
Lewis,Lowville 2 LD 5,State Senate,47,IND,Joseph A. Griffo,22,2
Lewis,Lowville 3 LD 3,State Senate,47,IND,Joseph A. Griffo,7,0
Lewis,Lowville 4 LD 5,State Senate,47,IND,Joseph A. Griffo,38,1
Lewis,Lowville 5 LD 7,State Senate,47,IND,Joseph A. Griffo,6,2
Lewis,Lyonsdale 1 LD 9,State Senate,47,IND,Joseph A. Griffo,4,1
Lewis,Lyonsdale 2 LD 9,State Senate,47,IND,Joseph A. Griffo,7,0
Lewis,Lyonsdale 3 LD 9,State Senate,47,IND,Joseph A. Griffo,3,0
Lewis,Martinsburg LD 7,State Senate,47,IND,Joseph A. Griffo,12,1
Lewis,Montague LD 8,State Senate,47,IND,Joseph A. Griffo,2,0
Lewis,New Bremen 1 LD 4,State Senate,47,IND,Joseph A. Griffo,28,1
Lewis,New Bremen 2 LD 4,State Senate,47,IND,Joseph A. Griffo,39,0
Lewis,Osceola LD 10,State Senate,47,IND,Joseph A. Griffo,6,0
Lewis,Pinckney LD 8,State Senate,47,IND,Joseph A. Griffo,6,0
Lewis,Turin LD 7,State Senate,47,IND,Joseph A. Griffo,14,3
Lewis,Watson LD 6,State Senate,47,IND,Joseph A. Griffo,36,4
Lewis,West Turin 1 LD 8,State Senate,47,IND,Joseph A. Griffo,16,0
Lewis,West Turin 2 LD 8,State Senate,47,IND,Joseph A. Griffo,3,0
Lewis,West Turin 3 LD 8,State Senate,47,IND,Joseph A. Griffo,6,0
Lewis,West Turin 4 LD 8,State Senate,47,IND,Joseph A. Griffo,12,0
Lewis,Total,State Senate,47,IND,Joseph A. Griffo,491,26
Lewis,Croghan 1 LD 2,State Senate,47,,Write-in,0,
Lewis,Croghan 2 LD 2,State Senate,47,,Write-in,1,
Lewis,Croghan 3 LD 2,State Senate,47,,Write-in,0,
Lewis,Croghan 4 LD 1,State Senate,47,,Write-in,0,
Lewis,Denmark 1 LD 2,State Senate,47,,Write-in,0,
Lewis,Denmark 2 LD 3,State Senate,47,,Write-in,0,
Lewis,Denmark 3 LD 3,State Senate,47,,Write-in,1,
Lewis,Diana 1 LD 1,State Senate,47,,Write-in,3,
Lewis,Diana 2 LD 1,State Senate,47,,Write-in,0,
Lewis,Greig LD 9,State Senate,47,,Write-in,0,
Lewis,Harrisburg LD 8,State Senate,47,,Write-in,0,
Lewis,Lewis LD 10,State Senate,47,,Write-in,2,
Lewis,Leyden 1 LD 10,State Senate,47,,Write-in,2,
Lewis,Leyden 2 LD 10,State Senate,47,,Write-in,1,
Lewis,Leyden 3 LD 10,State Senate,47,,Write-in,0,
Lewis,Lowville 1 LD 6,State Senate,47,,Write-in,0,
Lewis,Lowville 2 LD 5,State Senate,47,,Write-in,0,
Lewis,Lowville 3 LD 3,State Senate,47,,Write-in,1,
Lewis,Lowville 4 LD 5,State Senate,47,,Write-in,2,
Lewis,Lowville 5 LD 7,State Senate,47,,Write-in,0,
Lewis,Lyonsdale 1 LD 9,State Senate,47,,Write-in,0,
Lewis,Lyonsdale 2 LD 9,State Senate,47,,Write-in,0,
Lewis,Lyonsdale 3 LD 9,State Senate,47,,Write-in,0,
Lewis,Martinsburg LD 7,State Senate,47,,Write-in,1,
Lewis,Montague LD 8,State Senate,47,,Write-in,0,
Lewis,New Bremen 1 LD 4,State Senate,47,,Write-in,0,
Lewis,New Bremen 2 LD 4,State Senate,47,,Write-in,1,
Lewis,Osceola LD 10,State Senate,47,,Write-in,0,
Lewis,Pinckney LD 8,State Senate,47,,Write-in,1,
Lewis,Turin LD 7,State Senate,47,,Write-in,1,
Lewis,Watson LD 6,State Senate,47,,Write-in,1,
Lewis,West Turin 1 LD 8,State Senate,47,,Write-in,1,
Lewis,West Turin 2 LD 8,State Senate,47,,Write-in,0,
Lewis,West Turin 3 LD 8,State Senate,47,,Write-in,1,
Lewis,West Turin 4 LD 8,State Senate,47,,Write-in,0,
Lewis,Total,State Senate,47,,Write-in,20,
Lewis,Croghan 1 LD 2,State Senate,47,,Blank or Void,18,
Lewis,Croghan 2 LD 2,State Senate,47,,Blank or Void,29,
Lewis,Croghan 3 LD 2,State Senate,47,,Blank or Void,39,
Lewis,Croghan 4 LD 1,State Senate,47,,Blank or Void,31,
Lewis,Denmark 1 LD 2,State Senate,47,,Blank or Void,10,
Lewis,Denmark 2 LD 3,State Senate,47,,Blank or Void,22,
Lewis,Denmark 3 LD 3,State Senate,47,,Blank or Void,7,
Lewis,Diana 1 LD 1,State Senate,47,,Blank or Void,42,
Lewis,Diana 2 LD 1,State Senate,47,,Blank or Void,22,
Lewis,Greig LD 9,State Senate,47,,Blank or Void,77,
Lewis,Harrisburg LD 8,State Senate,47,,Blank or Void,18,
Lewis,Lewis LD 10,State Senate,47,,Blank or Void,51,
Lewis,Leyden 1 LD 10,State Senate,47,,Blank or Void,32,
Lewis,Leyden 2 LD 10,State Senate,47,,Blank or Void,15,
Lewis,Leyden 3 LD 10,State Senate,47,,Blank or Void,20,
Lewis,Lowville 1 LD 6,State Senate,47,,Blank or Void,30,
Lewis,Lowville 2 LD 5,State Senate,47,,Blank or Void,46,
Lewis,Lowville 3 LD 3,State Senate,47,,Blank or Void,18,
Lewis,Lowville 4 LD 5,State Senate,47,,Blank or Void,82,
Lewis,Lowville 5 LD 7,State Senate,47,,Blank or Void,15,
Lewis,Lyonsdale 1 LD 9,State Senate,47,,Blank or Void,40,
Lewis,Lyonsdale 2 LD 9,State Senate,47,,Blank or Void,10,
Lewis,Lyonsdale 3 LD 9,State Senate,47,,Blank or Void,0,
Lewis,Martinsburg LD 7,State Senate,47,,Blank or Void,51,
Lewis,Montague LD 8,State Senate,47,,Blank or Void,7,
Lewis,New Bremen 1 LD 4,State Senate,47,,Blank or Void,64,
Lewis,New Bremen 2 LD 4,State Senate,47,,Blank or Void,63,
Lewis,Osceola LD 10,State Senate,47,,Blank or Void,8,
Lewis,Pinckney LD 8,State Senate,47,,Blank or Void,17,
Lewis,Turin LD 7,State Senate,47,,Blank or Void,26,
Lewis,Watson LD 6,State Senate,47,,Blank or Void,78,
Lewis,West Turin 1 LD 8,State Senate,47,,Blank or Void,29,
Lewis,West Turin 2 LD 8,State Senate,47,,Blank or Void,4,
Lewis,West Turin 3 LD 8,State Senate,47,,Blank or Void,8,
Lewis,West Turin 4 LD 8,State Senate,47,,Blank or Void,18,
Lewis,Total,State Senate,47,,Blank or Void,1047,
Lewis,Croghan 1 LD 2,State Assembly,132,REP,Ken Blankenbush,68,3
Lewis,Croghan 2 LD 2,State Assembly,132,REP,Ken Blankenbush,122,6
Lewis,Croghan 3 LD 2,State Assembly,132,REP,Ken Blankenbush,185,4
Lewis,Croghan 4 LD 1,State Assembly,132,REP,Ken Blankenbush,154,7
Lewis,Denmark 1 LD 2,State Assembly,132,REP,Ken Blankenbush,86,9
Lewis,Denmark 2 LD 3,State Assembly,132,REP,Ken Blankenbush,184,6
Lewis,Denmark 3 LD 3,State Assembly,132,REP,Ken Blankenbush,123,7
Lewis,Diana 1 LD 1,State Assembly,132,REP,Ken Blankenbush,202,6
Lewis,Diana 2 LD 1,State Assembly,132,REP,Ken Blankenbush,98,5
Lewis,Greig LD 9,State Assembly,132,REP,Ken Blankenbush,233,20
Lewis,Harrisburg LD 8,State Assembly,132,REP,Ken Blankenbush,74,3
Lewis,Lewis LD 10,State Assembly,132,REP,Ken Blankenbush,136,6
Lewis,Leyden 1 LD 10,State Assembly,132,REP,Ken Blankenbush,119,4
Lewis,Leyden 2 LD 10,State Assembly,132,REP,Ken Blankenbush,71,1
Lewis,Leyden 3 LD 10,State Assembly,132,REP,Ken Blankenbush,86,5
Lewis,Lowville 1 LD 6,State Assembly,132,REP,Ken Blankenbush,126,21
Lewis,Lowville 2 LD 5,State Assembly,132,REP,Ken Blankenbush,155,7
Lewis,Lowville 3 LD 3,State Assembly,132,REP,Ken Blankenbush,71,13
Lewis,Lowville 4 LD 5,State Assembly,132,REP,Ken Blankenbush,319,25
Lewis,Lowville 5 LD 7,State Assembly,132,REP,Ken Blankenbush,64,5
Lewis,Lyonsdale 1 LD 9,State Assembly,132,REP,Ken Blankenbush,134,4
Lewis,Lyonsdale 2 LD 9,State Assembly,132,REP,Ken Blankenbush,32,0
Lewis,Lyonsdale 3 LD 9,State Assembly,132,REP,Ken Blankenbush,11,0
Lewis,Martinsburg LD 7,State Assembly,132,REP,Ken Blankenbush,228,8
Lewis,Montague LD 8,State Assembly,132,REP,Ken Blankenbush,21,1
Lewis,New Bremen 1 LD 4,State Assembly,132,REP,Ken Blankenbush,218,6
Lewis,New Bremen 2 LD 4,State Assembly,132,REP,Ken Blankenbush,257,13
Lewis,Osceola LD 10,State Assembly,132,REP,Ken Blankenbush,64,5
Lewis,Pinckney LD 8,State Assembly,132,REP,Ken Blankenbush,79,6
Lewis,Turin LD 7,State Assembly,132,REP,Ken Blankenbush,123,7
Lewis,Watson LD 6,State Assembly,132,REP,Ken Blankenbush,277,19
Lewis,West Turin 1 LD 8,State Assembly,132,REP,Ken Blankenbush,114,8
Lewis,West Turin 2 LD 8,State Assembly,132,REP,Ken Blankenbush,34,1
Lewis,West Turin 3 LD 8,State Assembly,132,REP,Ken Blankenbush,48,4
Lewis,West Turin 4 LD 8,State Assembly,132,REP,Ken Blankenbush,96,4
Lewis,Total,State Assembly,132,REP,Ken Blankenbush,4412,249
Lewis,Croghan 1 LD 2,State Assembly,132,CON,Ken Blankenbush,15,0
Lewis,Croghan 2 LD 2,State Assembly,132,CON,Ken Blankenbush,17,3
Lewis,Croghan 3 LD 2,State Assembly,132,CON,Ken Blankenbush,29,3
Lewis,Croghan 4 LD 1,State Assembly,132,CON,Ken Blankenbush,22,1
Lewis,Denmark 1 LD 2,State Assembly,132,CON,Ken Blankenbush,10,0
Lewis,Denmark 2 LD 3,State Assembly,132,CON,Ken Blankenbush,22,0
Lewis,Denmark 3 LD 3,State Assembly,132,CON,Ken Blankenbush,16,0
Lewis,Diana 1 LD 1,State Assembly,132,CON,Ken Blankenbush,27,1
Lewis,Diana 2 LD 1,State Assembly,132,CON,Ken Blankenbush,10,1
Lewis,Greig LD 9,State Assembly,132,CON,Ken Blankenbush,36,3
Lewis,Harrisburg LD 8,State Assembly,132,CON,Ken Blankenbush,10,0
Lewis,Lewis LD 10,State Assembly,132,CON,Ken Blankenbush,36,1
Lewis,Leyden 1 LD 10,State Assembly,132,CON,Ken Blankenbush,24,0
Lewis,Leyden 2 LD 10,State Assembly,132,CON,Ken Blankenbush,10,0
Lewis,Leyden 3 LD 10,State Assembly,132,CON,Ken Blankenbush,10,0
Lewis,Lowville 1 LD 6,State Assembly,132,CON,Ken Blankenbush,15,2
Lewis,Lowville 2 LD 5,State Assembly,132,CON,Ken Blankenbush,12,0
Lewis,Lowville 3 LD 3,State Assembly,132,CON,Ken Blankenbush,8,4
Lewis,Lowville 4 LD 5,State Assembly,132,CON,Ken Blankenbush,41,2
Lewis,Lowville 5 LD 7,State Assembly,132,CON,Ken Blankenbush,6,0
Lewis,Lyonsdale 1 LD 9,State Assembly,132,CON,Ken Blankenbush,30,3
Lewis,Lyonsdale 2 LD 9,State Assembly,132,CON,Ken Blankenbush,2,0
Lewis,Lyonsdale 3 LD 9,State Assembly,132,CON,Ken Blankenbush,0,0
Lewis,Martinsburg LD 7,State Assembly,132,CON,Ken Blankenbush,26,0
Lewis,Montague LD 8,State Assembly,132,CON,Ken Blankenbush,1,0
Lewis,New Bremen 1 LD 4,State Assembly,132,CON,Ken Blankenbush,20,1
Lewis,New Bremen 2 LD 4,State Assembly,132,CON,Ken Blankenbush,35,2
Lewis,Osceola LD 10,State Assembly,132,CON,Ken Blankenbush,15,0
Lewis,Pinckney LD 8,State Assembly,132,CON,Ken Blankenbush,7,1
Lewis,Turin LD 7,State Assembly,132,CON,Ken Blankenbush,15,1
Lewis,Watson LD 6,State Assembly,132,CON,Ken Blankenbush,40,2
Lewis,West Turin 1 LD 8,State Assembly,132,CON,Ken Blankenbush,17,0
Lewis,West Turin 2 LD 8,State Assembly,132,CON,Ken Blankenbush,1,0
Lewis,West Turin 3 LD 8,State Assembly,132,CON,Ken Blankenbush,4,2
Lewis,West Turin 4 LD 8,State Assembly,132,CON,Ken Blankenbush,11,1
Lewis,Total,State Assembly,132,CON,Ken Blankenbush,600,34
Lewis,Croghan 1 LD 2,State Assembly,132,IND,Ken Blankenbush,6,0
Lewis,Croghan 2 LD 2,State Assembly,132,IND,Ken Blankenbush,18,1
Lewis,Croghan 3 LD 2,State Assembly,132,IND,Ken Blankenbush,14,0
Lewis,Croghan 4 LD 1,State Assembly,132,IND,Ken Blankenbush,9,0
Lewis,Denmark 1 LD 2,State Assembly,132,IND,Ken Blankenbush,14,0
Lewis,Denmark 2 LD 3,State Assembly,132,IND,Ken Blankenbush,20,1
Lewis,Denmark 3 LD 3,State Assembly,132,IND,Ken Blankenbush,18,0
Lewis,Diana 1 LD 1,State Assembly,132,IND,Ken Blankenbush,35,0
Lewis,Diana 2 LD 1,State Assembly,132,IND,Ken Blankenbush,10,0
Lewis,Greig LD 9,State Assembly,132,IND,Ken Blankenbush,36,1
Lewis,Harrisburg LD 8,State Assembly,132,IND,Ken Blankenbush,11,2
Lewis,Lewis LD 10,State Assembly,132,IND,Ken Blankenbush,17,0
Lewis,Leyden 1 LD 10,State Assembly,132,IND,Ken Blankenbush,8,1
Lewis,Leyden 2 LD 10,State Assembly,132,IND,Ken Blankenbush,8,1
Lewis,Leyden 3 LD 10,State Assembly,132,IND,Ken Blankenbush,4,0
Lewis,Lowville 1 LD 6,State Assembly,132,IND,Ken Blankenbush,9,1
Lewis,Lowville 2 LD 5,State Assembly,132,IND,Ken Blankenbush,20,1
Lewis,Lowville 3 LD 3,State Assembly,132,IND,Ken Blankenbush,7,0
Lewis,Lowville 4 LD 5,State Assembly,132,IND,Ken Blankenbush,36,2
Lewis,Lowville 5 LD 7,State Assembly,132,IND,Ken Blankenbush,8,1
Lewis,Lyonsdale 1 LD 9,State Assembly,132,IND,Ken Blankenbush,3,1
Lewis,Lyonsdale 2 LD 9,State Assembly,132,IND,Ken Blankenbush,8,0
Lewis,Lyonsdale 3 LD 9,State Assembly,132,IND,Ken Blankenbush,3,0
Lewis,Martinsburg LD 7,State Assembly,132,IND,Ken Blankenbush,11,1
Lewis,Montague LD 8,State Assembly,132,IND,Ken Blankenbush,3,0
Lewis,New Bremen 1 LD 4,State Assembly,132,IND,Ken Blankenbush,25,1
Lewis,New Bremen 2 LD 4,State Assembly,132,IND,Ken Blankenbush,43,0
Lewis,Osceola LD 10,State Assembly,132,IND,Ken Blankenbush,6,0
Lewis,Pinckney LD 8,State Assembly,132,IND,Ken Blankenbush,8,0
Lewis,Turin LD 7,State Assembly,132,IND,Ken Blankenbush,17,2
Lewis,Watson LD 6,State Assembly,132,IND,Ken Blankenbush,39,5
Lewis,West Turin 1 LD 8,State Assembly,132,IND,Ken Blankenbush,15,0
Lewis,West Turin 2 LD 8,State Assembly,132,IND,Ken Blankenbush,2,0
Lewis,West Turin 3 LD 8,State Assembly,132,IND,Ken Blankenbush,6,0
Lewis,West Turin 4 LD 8,State Assembly,132,IND,Ken Blankenbush,13,0
Lewis,Total,State Assembly,132,IND,Ken Blankenbush,510,22
Lewis,Croghan 1 LD 2,State Assembly,132,,Write-in,0,
Lewis,Croghan 2 LD 2,State Assembly,132,,Write-in,1,
Lewis,Croghan 3 LD 2,State Assembly,132,,Write-in,0,
Lewis,Croghan 4 LD 1,State Assembly,132,,Write-in,0,
Lewis,Denmark 1 LD 2,State Assembly,132,,Write-in,0,
Lewis,Denmark 2 LD 3,State Assembly,132,,Write-in,0,
Lewis,Denmark 3 LD 3,State Assembly,132,,Write-in,0,
Lewis,Diana 1 LD 1,State Assembly,132,,Write-in,2,
Lewis,Diana 2 LD 1,State Assembly,132,,Write-in,0,
Lewis,Greig LD 9,State Assembly,132,,Write-in,0,
Lewis,Harrisburg LD 8,State Assembly,132,,Write-in,1,
Lewis,Lewis LD 10,State Assembly,132,,Write-in,0,
Lewis,Leyden 1 LD 10,State Assembly,132,,Write-in,2,
Lewis,Leyden 2 LD 10,State Assembly,132,,Write-in,1,
Lewis,Leyden 3 LD 10,State Assembly,132,,Write-in,0,
Lewis,Lowville 1 LD 6,State Assembly,132,,Write-in,0,
Lewis,Lowville 2 LD 5,State Assembly,132,,Write-in,0,
Lewis,Lowville 3 LD 3,State Assembly,132,,Write-in,1,
Lewis,Lowville 4 LD 5,State Assembly,132,,Write-in,1,
Lewis,Lowville 5 LD 7,State Assembly,132,,Write-in,0,
Lewis,Lyonsdale 1 LD 9,State Assembly,132,,Write-in,0,
Lewis,Lyonsdale 2 LD 9,State Assembly,132,,Write-in,0,
Lewis,Lyonsdale 3 LD 9,State Assembly,132,,Write-in,0,
Lewis,Martinsburg LD 7,State Assembly,132,,Write-in,3,
Lewis,Montague LD 8,State Assembly,132,,Write-in,0,
Lewis,New Bremen 1 LD 4,State Assembly,132,,Write-in,0,
Lewis,New Bremen 2 LD 4,State Assembly,132,,Write-in,2,
Lewis,Osceola LD 10,State Assembly,132,,Write-in,0,
Lewis,Pinckney LD 8,State Assembly,132,,Write-in,1,
Lewis,Turin LD 7,State Assembly,132,,Write-in,2,
Lewis,Watson LD 6,State Assembly,132,,Write-in,1,
Lewis,West Turin 1 LD 8,State Assembly,132,,Write-in,0,
Lewis,West Turin 2 LD 8,State Assembly,132,,Write-in,0,
Lewis,West Turin 3 LD 8,State Assembly,132,,Write-in,1,
Lewis,West Turin 4 LD 8,State Assembly,132,,Write-in,2,
Lewis,Total,State Assembly,132,,Write-in,21,
Lewis,Croghan 1 LD 2,State Assembly,132,,Blank or Void,16,
Lewis,Croghan 2 LD 2,State Assembly,132,,Blank or Void,27,
Lewis,Croghan 3 LD 2,State Assembly,132,,Blank or Void,35,
Lewis,Croghan 4 LD 1,State Assembly,132,,Blank or Void,33,
Lewis,Denmark 1 LD 2,State Assembly,132,,Blank or Void,8,
Lewis,Denmark 2 LD 3,State Assembly,132,,Blank or Void,30,
Lewis,Denmark 3 LD 3,State Assembly,132,,Blank or Void,9,
Lewis,Diana 1 LD 1,State Assembly,132,,Blank or Void,42,
Lewis,Diana 2 LD 1,State Assembly,132,,Blank or Void,18,
Lewis,Greig LD 9,State Assembly,132,,Blank or Void,86,
Lewis,Harrisburg LD 8,State Assembly,132,,Blank or Void,23,
Lewis,Lewis LD 10,State Assembly,132,,Blank or Void,48,
Lewis,Leyden 1 LD 10,State Assembly,132,,Blank or Void,30,
Lewis,Leyden 2 LD 10,State Assembly,132,,Blank or Void,20,
Lewis,Leyden 3 LD 10,State Assembly,132,,Blank or Void,31,
Lewis,Lowville 1 LD 6,State Assembly,132,,Blank or Void,33,
Lewis,Lowville 2 LD 5,State Assembly,132,,Blank or Void,62,
Lewis,Lowville 3 LD 3,State Assembly,132,,Blank or Void,22,
Lewis,Lowville 4 LD 5,State Assembly,132,,Blank or Void,96,
Lewis,Lowville 5 LD 7,State Assembly,132,,Blank or Void,21,
Lewis,Lyonsdale 1 LD 9,State Assembly,132,,Blank or Void,49,
Lewis,Lyonsdale 2 LD 9,State Assembly,132,,Blank or Void,17,
Lewis,Lyonsdale 3 LD 9,State Assembly,132,,Blank or Void,1,
Lewis,Martinsburg LD 7,State Assembly,132,,Blank or Void,52,
Lewis,Montague LD 8,State Assembly,132,,Blank or Void,6,
Lewis,New Bremen 1 LD 4,State Assembly,132,,Blank or Void,69,
Lewis,New Bremen 2 LD 4,State Assembly,132,,Blank or Void,66,
Lewis,Osceola LD 10,State Assembly,132,,Blank or Void,8,
Lewis,Pinckney LD 8,State Assembly,132,,Blank or Void,15,
Lewis,Turin LD 7,State Assembly,132,,Blank or Void,33,
Lewis,Watson LD 6,State Assembly,132,,Blank or Void,82,
Lewis,West Turin 1 LD 8,State Assembly,132,,Blank or Void,34,
Lewis,West Turin 2 LD 8,State Assembly,132,,Blank or Void,4,
Lewis,West Turin 3 LD 8,State Assembly,132,,Blank or Void,17,
Lewis,West Turin 4 LD 8,State Assembly,132,,Blank or Void,18,
Lewis,Total,State Assembly,132,,Blank or Void,1161,
