county,precinct,office,district,candidate,party,Absentee,votes
Ulster,Ulster 7,State Senate,46,"George A. Amedore, Jr.",CON,1,29
Ulster,Ulster 8,State Senate,46,"George A. Amedore, Jr.",CON,1,9
Ulster,Ulster 9,State Senate,46,"George A. Amedore, Jr.",CON,7,29
Ulster,Ulster 10,State Senate,46,"George A. Amedore, Jr.",CON,3,42
Ulster,Ulster 11,State Senate,46,"George A. Amedore, Jr.",CON,0,14
Ulster,Ulster 12,State Senate,46,"George A. Amedore, Jr.",CON,0,53
Ulster,Ulster 13,State Senate,46,"George A. Amedore, Jr.",CON,0,41
Ulster,Ulster 14,State Senate,46,"George A. Amedore, Jr.",CON,1,40
Ulster,Woodstock 1,State Senate,46,"George A. Amedore, Jr.",CON,0,3
Ulster,Woodstock 2,State Senate,46,"George A. Amedore, Jr.",CON,0,8
Ulster,Woodstock 3,State Senate,46,"George A. Amedore, Jr.",CON,1,12
Ulster,Woodstock 4,State Senate,46,"George A. Amedore, Jr.",CON,0,5
Ulster,Woodstock 5,State Senate,46,"George A. Amedore, Jr.",CON,0,2
Ulster,Woodstock 6,State Senate,46,"George A. Amedore, Jr.",CON,1,14
Ulster,Woodstock 7,State Senate,46,"George A. Amedore, Jr.",CON,3,4
Ulster,Woodstock 8,State Senate,46,"George A. Amedore, Jr.",CON,0,3
Ulster,Woodstock 9,State Senate,46,"George A. Amedore, Jr.",CON,0,8
Ulster,TOTAL,State Senate,46,"George A. Amedore, Jr.",CON,163,2266
Ulster,Kingston Ward 1 -1,State Senate,46,Cecilia Tkaczyk,WOR,0,8
Ulster,Kingston Ward 1 -2,State Senate,46,Cecilia Tkaczyk,WOR,2,23
Ulster,Kingston Ward 1 -3,State Senate,46,Cecilia Tkaczyk,WOR,0,35
Ulster,Kingston Ward 2 -1,State Senate,46,Cecilia Tkaczyk,WOR,2,32
Ulster,Kingston Ward 2 -2,State Senate,46,Cecilia Tkaczyk,WOR,3,3
Ulster,Kingston Ward 2 -3,State Senate,46,Cecilia Tkaczyk,WOR,2,17
Ulster,Kingston Ward 3 -1,State Senate,46,Cecilia Tkaczyk,WOR,0,22
Ulster,Kingston Ward 3 -2,State Senate,46,Cecilia Tkaczyk,WOR,3,21
Ulster,Kingston Ward 3 -3,State Senate,46,Cecilia Tkaczyk,WOR,2,23
Ulster,Kingston Ward 4 -1,State Senate,46,Cecilia Tkaczyk,WOR,0,18
Ulster,Kingston Ward 4 -2,State Senate,46,Cecilia Tkaczyk,WOR,0,11
Ulster,Kingston Ward 5 -1,State Senate,46,Cecilia Tkaczyk,WOR,2,23
Ulster,Kingston Ward 5 -2,State Senate,46,Cecilia Tkaczyk,WOR,2,22
Ulster,Kingston Ward 5 -3,State Senate,46,Cecilia Tkaczyk,WOR,0,7
Ulster,Kingston Ward 6 -1,State Senate,46,Cecilia Tkaczyk,WOR,0,21
Ulster,Kingston Ward 6 -2,State Senate,46,Cecilia Tkaczyk,WOR,2,6
Ulster,Kingston Ward 6 -3,State Senate,46,Cecilia Tkaczyk,WOR,1,22
Ulster,Kingston Ward 7 -1,State Senate,46,Cecilia Tkaczyk,WOR,2,26
Ulster,Kingston Ward 7 -2,State Senate,46,Cecilia Tkaczyk,WOR,3,15
Ulster,Kingston Ward 7 -3,State Senate,46,Cecilia Tkaczyk,WOR,1,22
Ulster,Kingston Ward 8 -1,State Senate,46,Cecilia Tkaczyk,WOR,2,18
Ulster,Kingston Ward 8 -2,State Senate,46,Cecilia Tkaczyk,WOR,3,5
Ulster,Kingston Ward 8 -3,State Senate,46,Cecilia Tkaczyk,WOR,0,18
Ulster,Kingston Ward 9 -1,State Senate,46,Cecilia Tkaczyk,WOR,2,30
Ulster,Kingston Ward 9 -2,State Senate,46,Cecilia Tkaczyk,WOR,3,18
Ulster,Kingston Ward 9 -3,State Senate,46,Cecilia Tkaczyk,WOR,0,27
Ulster,Esopus 1,State Senate,46,Cecilia Tkaczyk,WOR,5,37
Ulster,Esopus 2,State Senate,46,Cecilia Tkaczyk,WOR,1,20
Ulster,Esopus 3,State Senate,46,Cecilia Tkaczyk,WOR,1,25
Ulster,Esopus 4,State Senate,46,Cecilia Tkaczyk,WOR,1,44
Ulster,Esopus 5,State Senate,46,Cecilia Tkaczyk,WOR,1,21
Ulster,Esopus 6,State Senate,46,Cecilia Tkaczyk,WOR,2,31
Ulster,Esopus 7,State Senate,46,Cecilia Tkaczyk,WOR,4,35
Ulster,Hurley 1,State Senate,46,Cecilia Tkaczyk,WOR,1,16
Ulster,Hurley 2,State Senate,46,Cecilia Tkaczyk,WOR,2,26
Ulster,Hurley 3,State Senate,46,Cecilia Tkaczyk,WOR,3,30
Ulster,Hurley 4,State Senate,46,Cecilia Tkaczyk,WOR,0,26
Ulster,Hurley 5,State Senate,46,Cecilia Tkaczyk,WOR,1,34
Ulster,Hurley 6,State Senate,46,Cecilia Tkaczyk,WOR,3,12
Ulster,Hurley 7,State Senate,46,Cecilia Tkaczyk,WOR,0,37
Ulster,Hurley 8,State Senate,46,Cecilia Tkaczyk,WOR,0,15
Ulster,"Kingston, Town 1",State Senate,46,Cecilia Tkaczyk,WOR,1,22
Ulster,Lloyd 1,State Senate,46,Cecilia Tkaczyk,WOR,1,23
Ulster,Lloyd 2,State Senate,46,Cecilia Tkaczyk,WOR,3,32
Ulster,Lloyd 3,State Senate,46,Cecilia Tkaczyk,WOR,2,16
Ulster,Lloyd 4,State Senate,46,Cecilia Tkaczyk,WOR,1,26
Ulster,Lloyd 5,State Senate,46,Cecilia Tkaczyk,WOR,1,23
Ulster,Lloyd 6,State Senate,46,Cecilia Tkaczyk,WOR,2,17
Ulster,Lloyd 7,State Senate,46,Cecilia Tkaczyk,WOR,2,24
Ulster,Marbletown 1,State Senate,46,Cecilia Tkaczyk,WOR,1,26
Ulster,Marbletown 2,State Senate,46,Cecilia Tkaczyk,WOR,2,29
Ulster,Marbletown 3,State Senate,46,Cecilia Tkaczyk,WOR,3,28
Ulster,Marbletown 4,State Senate,46,Cecilia Tkaczyk,WOR,0,17
Ulster,Marbletown 5,State Senate,46,Cecilia Tkaczyk,WOR,0,32
Ulster,Marbletown 6,State Senate,46,Cecilia Tkaczyk,WOR,8,33
Ulster,Marbletown 7,State Senate,46,Cecilia Tkaczyk,WOR,2,31
Ulster,Saugerties 1,State Senate,46,Cecilia Tkaczyk,WOR,0,15
Ulster,Saugerties 2,State Senate,46,Cecilia Tkaczyk,WOR,3,48
Ulster,Saugerties 3,State Senate,46,Cecilia Tkaczyk,WOR,1,24
Ulster,Saugerties 4,State Senate,46,Cecilia Tkaczyk,WOR,4,37
Ulster,Saugerties 5,State Senate,46,Cecilia Tkaczyk,WOR,3,50
Ulster,Saugerties 6,State Senate,46,Cecilia Tkaczyk,WOR,3,27
Ulster,Saugerties 7,State Senate,46,Cecilia Tkaczyk,WOR,0,16
Ulster,Saugerties 8,State Senate,46,Cecilia Tkaczyk,WOR,1,18
Ulster,Saugerties 9,State Senate,46,Cecilia Tkaczyk,WOR,0,28
Ulster,Saugerties 10,State Senate,46,Cecilia Tkaczyk,WOR,1,24
Ulster,Saugerties 11,State Senate,46,Cecilia Tkaczyk,WOR,0,38
Ulster,Saugerties 12,State Senate,46,Cecilia Tkaczyk,WOR,2,37
Ulster,Saugerties 13,State Senate,46,Cecilia Tkaczyk,WOR,3,36
Ulster,Saugerties 14,State Senate,46,Cecilia Tkaczyk,WOR,0,6
Ulster,Saugerties 15,State Senate,46,Cecilia Tkaczyk,WOR,2,30
Ulster,Saugerties 16,State Senate,46,Cecilia Tkaczyk,WOR,3,46
Ulster,Ulster 1,State Senate,46,Cecilia Tkaczyk,WOR,0,12
Ulster,Ulster 2,State Senate,46,Cecilia Tkaczyk,WOR,4,20
Ulster,Ulster 3,State Senate,46,Cecilia Tkaczyk,WOR,0,13
Ulster,Ulster 4,State Senate,46,Cecilia Tkaczyk,WOR,1,7
Ulster,Ulster 5,State Senate,46,Cecilia Tkaczyk,WOR,2,4
Ulster,Ulster 6,State Senate,46,Cecilia Tkaczyk,WOR,0,11
Ulster,Ulster 7,State Senate,46,Cecilia Tkaczyk,WOR,0,11
Ulster,Ulster 8,State Senate,46,Cecilia Tkaczyk,WOR,0,9
Ulster,Ulster 9,State Senate,46,Cecilia Tkaczyk,WOR,1,20
Ulster,Ulster 10,State Senate,46,Cecilia Tkaczyk,WOR,0,22
Ulster,Ulster 11,State Senate,46,Cecilia Tkaczyk,WOR,0,12
Ulster,Ulster 12,State Senate,46,Cecilia Tkaczyk,WOR,0,9
Ulster,Ulster 13,State Senate,46,Cecilia Tkaczyk,WOR,2,26
Ulster,Ulster 14,State Senate,46,Cecilia Tkaczyk,WOR,0,9
Ulster,Woodstock 1,State Senate,46,Cecilia Tkaczyk,WOR,4,50
Ulster,Woodstock 2,State Senate,46,Cecilia Tkaczyk,WOR,1,36
Ulster,Woodstock 3,State Senate,46,Cecilia Tkaczyk,WOR,1,49
Ulster,Woodstock 4,State Senate,46,Cecilia Tkaczyk,WOR,1,25
Ulster,Woodstock 5,State Senate,46,Cecilia Tkaczyk,WOR,1,39
Ulster,Woodstock 6,State Senate,46,Cecilia Tkaczyk,WOR,0,42
Ulster,Woodstock 7,State Senate,46,Cecilia Tkaczyk,WOR,3,46
Ulster,Woodstock 8,State Senate,46,Cecilia Tkaczyk,WOR,2,27
Ulster,Woodstock 9,State Senate,46,Cecilia Tkaczyk,WOR,3,40
Ulster,TOTAL,State Senate,46,Cecilia Tkaczyk,WOR,143,2300
Ulster,Kingston Ward 1 -1,State Senate,46,"George A. Amedore, Jr.",IND,1,3
Ulster,Kingston Ward 1 -2,State Senate,46,"George A. Amedore, Jr.",IND,2,20
Ulster,Kingston Ward 1 -3,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Kingston Ward 2 -1,State Senate,46,"George A. Amedore, Jr.",IND,1,5
Ulster,Kingston Ward 2 -2,State Senate,46,"George A. Amedore, Jr.",IND,0,3
Ulster,Kingston Ward 2 -3,State Senate,46,"George A. Amedore, Jr.",IND,1,9
Ulster,Kingston Ward 3 -1,State Senate,46,"George A. Amedore, Jr.",IND,2,13
Ulster,Kingston Ward 3 -2,State Senate,46,"George A. Amedore, Jr.",IND,0,3
Ulster,Kingston Ward 3 -3,State Senate,46,"George A. Amedore, Jr.",IND,1,2
Ulster,Kingston Ward 4 -1,State Senate,46,"George A. Amedore, Jr.",IND,3,4
Ulster,Kingston Ward 4 -2,State Senate,46,"George A. Amedore, Jr.",IND,2,2
Ulster,Kingston Ward 5 -1,State Senate,46,"George A. Amedore, Jr.",IND,1,3
Ulster,Kingston Ward 5 -2,State Senate,46,"George A. Amedore, Jr.",IND,0,8
Ulster,Kingston Ward 5 -3,State Senate,46,"George A. Amedore, Jr.",IND,0,4
Ulster,Kingston Ward 6 -1,State Senate,46,"George A. Amedore, Jr.",IND,2,12
Ulster,Kingston Ward 6 -2,State Senate,46,"George A. Amedore, Jr.",IND,0,4
Ulster,Kingston Ward 6 -3,State Senate,46,"George A. Amedore, Jr.",IND,2,6
Ulster,Kingston Ward 7 -1,State Senate,46,"George A. Amedore, Jr.",IND,1,7
Ulster,Kingston Ward 7 -2,State Senate,46,"George A. Amedore, Jr.",IND,0,17
Ulster,Kingston Ward 7 -3,State Senate,46,"George A. Amedore, Jr.",IND,0,3
Ulster,Kingston Ward 8 -1,State Senate,46,"George A. Amedore, Jr.",IND,0,5
Ulster,Kingston Ward 8 -2,State Senate,46,"George A. Amedore, Jr.",IND,0,2
Ulster,Kingston Ward 8 -3,State Senate,46,"George A. Amedore, Jr.",IND,1,9
Ulster,Kingston Ward 9 -1,State Senate,46,"George A. Amedore, Jr.",IND,0,7
Ulster,Kingston Ward 9 -2,State Senate,46,"George A. Amedore, Jr.",IND,0,8
Ulster,Kingston Ward 9 -3,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Esopus 1,State Senate,46,"George A. Amedore, Jr.",IND,1,16
Ulster,Esopus 2,State Senate,46,"George A. Amedore, Jr.",IND,0,11
Ulster,Esopus 3,State Senate,46,"George A. Amedore, Jr.",IND,0,14
Ulster,Esopus 4,State Senate,46,"George A. Amedore, Jr.",IND,0,18
Ulster,Esopus 5,State Senate,46,"George A. Amedore, Jr.",IND,0,10
Ulster,Esopus 6,State Senate,46,"George A. Amedore, Jr.",IND,2,9
Ulster,Esopus 7,State Senate,46,"George A. Amedore, Jr.",IND,3,21
Ulster,Hurley 1,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Hurley 2,State Senate,46,"George A. Amedore, Jr.",IND,2,2
Ulster,Hurley 3,State Senate,46,"George A. Amedore, Jr.",IND,0,9
Ulster,Hurley 4,State Senate,46,"George A. Amedore, Jr.",IND,0,5
Ulster,Hurley 5,State Senate,46,"George A. Amedore, Jr.",IND,0,5
Ulster,Hurley 6,State Senate,46,"George A. Amedore, Jr.",IND,0,9
Ulster,Hurley 7,State Senate,46,"George A. Amedore, Jr.",IND,0,7
Ulster,Hurley 8,State Senate,46,"George A. Amedore, Jr.",IND,0,5
Ulster,"Kingston, Town 1",State Senate,46,"George A. Amedore, Jr.",IND,1,6
Ulster,Lloyd 1,State Senate,46,"George A. Amedore, Jr.",IND,0,3
Ulster,Lloyd 2,State Senate,46,"George A. Amedore, Jr.",IND,0,8
Ulster,Lloyd 3,State Senate,46,"George A. Amedore, Jr.",IND,0,7
Ulster,Lloyd 4,State Senate,46,"George A. Amedore, Jr.",IND,0,4
Ulster,Lloyd 5,State Senate,46,"George A. Amedore, Jr.",IND,0,9
Ulster,Lloyd 6,State Senate,46,"George A. Amedore, Jr.",IND,1,0
Ulster,Lloyd 7,State Senate,46,"George A. Amedore, Jr.",IND,1,6
Ulster,Marbletown 1,State Senate,46,"George A. Amedore, Jr.",IND,0,2
Ulster,Marbletown 2,State Senate,46,"George A. Amedore, Jr.",IND,0,3
Ulster,Marbletown 3,State Senate,46,"George A. Amedore, Jr.",IND,1,8
Ulster,Marbletown 4,State Senate,46,"George A. Amedore, Jr.",IND,0,5
Ulster,Marbletown 5,State Senate,46,"George A. Amedore, Jr.",IND,0,3
Ulster,Marbletown 6,State Senate,46,"George A. Amedore, Jr.",IND,0,4
Ulster,Marbletown 7,State Senate,46,"George A. Amedore, Jr.",IND,1,8
Ulster,Saugerties 1,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Saugerties 2,State Senate,46,"George A. Amedore, Jr.",IND,0,11
Ulster,Saugerties 3,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Saugerties 4,State Senate,46,"George A. Amedore, Jr.",IND,1,6
Ulster,Saugerties 5,State Senate,46,"George A. Amedore, Jr.",IND,0,10
Ulster,Saugerties 6,State Senate,46,"George A. Amedore, Jr.",IND,0,13
Ulster,Saugerties 7,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Saugerties 8,State Senate,46,"George A. Amedore, Jr.",IND,0,11
Ulster,Saugerties 9,State Senate,46,"George A. Amedore, Jr.",IND,1,1
Ulster,Saugerties 10,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Saugerties 11,State Senate,46,"George A. Amedore, Jr.",IND,2,13
Ulster,Saugerties 12,State Senate,46,"George A. Amedore, Jr.",IND,1,19
Ulster,Saugerties 13,State Senate,46,"George A. Amedore, Jr.",IND,3,16
Ulster,Saugerties 14,State Senate,46,"George A. Amedore, Jr.",IND,0,2
Ulster,Saugerties 15,State Senate,46,"George A. Amedore, Jr.",IND,1,16
Ulster,Saugerties 16,State Senate,46,"George A. Amedore, Jr.",IND,1,11
Ulster,Ulster 1,State Senate,46,"George A. Amedore, Jr.",IND,0,14
Ulster,Ulster 2,State Senate,46,"George A. Amedore, Jr.",IND,1,7
Ulster,Ulster 3,State Senate,46,"George A. Amedore, Jr.",IND,0,2
Ulster,Ulster 4,State Senate,46,"George A. Amedore, Jr.",IND,0,4
Ulster,Ulster 5,State Senate,46,"George A. Amedore, Jr.",IND,0,3
Ulster,Ulster 6,State Senate,46,"George A. Amedore, Jr.",IND,0,1
Ulster,Ulster 7,State Senate,46,"George A. Amedore, Jr.",IND,0,5
Ulster,Ulster 8,State Senate,46,"George A. Amedore, Jr.",IND,1,1
Ulster,Ulster 9,State Senate,46,"George A. Amedore, Jr.",IND,1,2
Ulster,Ulster 10,State Senate,46,"George A. Amedore, Jr.",IND,0,4
Ulster,Ulster 11,State Senate,46,"George A. Amedore, Jr.",IND,0,12
Ulster,Ulster 12,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Ulster 13,State Senate,46,"George A. Amedore, Jr.",IND,1,11
Ulster,Ulster 14,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Woodstock 1,State Senate,46,"George A. Amedore, Jr.",IND,0,3
Ulster,Woodstock 2,State Senate,46,"George A. Amedore, Jr.",IND,0,2
Ulster,Woodstock 3,State Senate,46,"George A. Amedore, Jr.",IND,2,6
Ulster,Woodstock 4,State Senate,46,"George A. Amedore, Jr.",IND,0,1
Ulster,Woodstock 5,State Senate,46,"George A. Amedore, Jr.",IND,0,2
Ulster,Woodstock 6,State Senate,46,"George A. Amedore, Jr.",IND,0,6
Ulster,Woodstock 7,State Senate,46,"George A. Amedore, Jr.",IND,0,2
Ulster,Woodstock 8,State Senate,46,"George A. Amedore, Jr.",IND,0,5
Ulster,Woodstock 9,State Senate,46,"George A. Amedore, Jr.",IND,0,7
Ulster,TOTAL,State Senate,46,"George A. Amedore, Jr.",IND,49,659
Ulster,Kingston Ward 1 -1,State Senate,46,Cecilia Tkaczyk,GRE,0,2
Ulster,Kingston Ward 1 -2,State Senate,46,Cecilia Tkaczyk,GRE,1,8
Ulster,Kingston Ward 1 -3,State Senate,46,Cecilia Tkaczyk,GRE,2,16
Ulster,Kingston Ward 2 -1,State Senate,46,Cecilia Tkaczyk,GRE,1,19
Ulster,Kingston Ward 2 -2,State Senate,46,Cecilia Tkaczyk,GRE,0,3
Ulster,Kingston Ward 2 -3,State Senate,46,Cecilia Tkaczyk,GRE,0,7
Ulster,Kingston Ward 3 -1,State Senate,46,Cecilia Tkaczyk,GRE,0,15
Ulster,Kingston Ward 3 -2,State Senate,46,Cecilia Tkaczyk,GRE,0,9
Ulster,Kingston Ward 3 -3,State Senate,46,Cecilia Tkaczyk,GRE,2,15
Ulster,Kingston Ward 4 -1,State Senate,46,Cecilia Tkaczyk,GRE,1,11
Ulster,Kingston Ward 4 -2,State Senate,46,Cecilia Tkaczyk,GRE,1,7
Ulster,Kingston Ward 5 -1,State Senate,46,Cecilia Tkaczyk,GRE,0,7
Ulster,Kingston Ward 5 -2,State Senate,46,Cecilia Tkaczyk,GRE,0,14
Ulster,Kingston Ward 5 -3,State Senate,46,Cecilia Tkaczyk,GRE,0,3
Ulster,Kingston Ward 6 -1,State Senate,46,Cecilia Tkaczyk,GRE,0,6
Ulster,Kingston Ward 6 -2,State Senate,46,Cecilia Tkaczyk,GRE,0,1
Ulster,Kingston Ward 6 -3,State Senate,46,Cecilia Tkaczyk,GRE,1,7
Ulster,Kingston Ward 7 -1,State Senate,46,Cecilia Tkaczyk,GRE,0,8
Ulster,Kingston Ward 7 -2,State Senate,46,Cecilia Tkaczyk,GRE,1,3
Ulster,Kingston Ward 7 -3,State Senate,46,Cecilia Tkaczyk,GRE,0,12
Ulster,Kingston Ward 8 -1,State Senate,46,Cecilia Tkaczyk,GRE,2,17
Ulster,Kingston Ward 8 -2,State Senate,46,Cecilia Tkaczyk,GRE,0,1
Ulster,Kingston Ward 8 -3,State Senate,46,Cecilia Tkaczyk,GRE,0,13
Ulster,Kingston Ward 9 -1,State Senate,46,Cecilia Tkaczyk,GRE,0,8
Ulster,Kingston Ward 9 -2,State Senate,46,Cecilia Tkaczyk,GRE,1,16
Ulster,Kingston Ward 9 -3,State Senate,46,Cecilia Tkaczyk,GRE,0,16
Ulster,Esopus 1,State Senate,46,Cecilia Tkaczyk,GRE,0,11
Ulster,Esopus 2,State Senate,46,Cecilia Tkaczyk,GRE,0,7
Ulster,Esopus 3,State Senate,46,Cecilia Tkaczyk,GRE,2,26
Ulster,Esopus 4,State Senate,46,Cecilia Tkaczyk,GRE,1,28
Ulster,Esopus 5,State Senate,46,Cecilia Tkaczyk,GRE,0,17
Ulster,Esopus 6,State Senate,46,Cecilia Tkaczyk,GRE,0,10
Ulster,Esopus 7,State Senate,46,Cecilia Tkaczyk,GRE,0,16
Ulster,Hurley 1,State Senate,46,Cecilia Tkaczyk,GRE,0,6
Ulster,Hurley 2,State Senate,46,Cecilia Tkaczyk,GRE,1,18
Ulster,Hurley 3,State Senate,46,Cecilia Tkaczyk,GRE,1,18
Ulster,Hurley 4,State Senate,46,Cecilia Tkaczyk,GRE,0,13
Ulster,Hurley 5,State Senate,46,Cecilia Tkaczyk,GRE,2,9
Ulster,Hurley 6,State Senate,46,Cecilia Tkaczyk,GRE,0,12
Ulster,Hurley 7,State Senate,46,Cecilia Tkaczyk,GRE,4,13
Ulster,Hurley 8,State Senate,46,Cecilia Tkaczyk,GRE,1,6
Ulster,"Kingston, Town 1",State Senate,46,Cecilia Tkaczyk,GRE,0,13
Ulster,Lloyd 1,State Senate,46,Cecilia Tkaczyk,GRE,0,17
Ulster,Lloyd 2,State Senate,46,Cecilia Tkaczyk,GRE,1,10
Ulster,Lloyd 3,State Senate,46,Cecilia Tkaczyk,GRE,0,6
Ulster,Lloyd 4,State Senate,46,Cecilia Tkaczyk,GRE,0,10
Ulster,Lloyd 5,State Senate,46,Cecilia Tkaczyk,GRE,0,16
Ulster,Lloyd 6,State Senate,46,Cecilia Tkaczyk,GRE,0,8
Ulster,Lloyd 7,State Senate,46,Cecilia Tkaczyk,GRE,1,12
Ulster,Marbletown 1,State Senate,46,Cecilia Tkaczyk,GRE,4,13
Ulster,Marbletown 2,State Senate,46,Cecilia Tkaczyk,GRE,1,21
Ulster,Marbletown 3,State Senate,46,Cecilia Tkaczyk,GRE,1,19
Ulster,Marbletown 4,State Senate,46,Cecilia Tkaczyk,GRE,0,13
Ulster,Marbletown 5,State Senate,46,Cecilia Tkaczyk,GRE,1,14
Ulster,Marbletown 6,State Senate,46,Cecilia Tkaczyk,GRE,0,19
Ulster,Marbletown 7,State Senate,46,Cecilia Tkaczyk,GRE,1,16
Ulster,Saugerties 1,State Senate,46,Cecilia Tkaczyk,GRE,0,11
Ulster,Saugerties 2,State Senate,46,Cecilia Tkaczyk,GRE,2,23
Ulster,Saugerties 3,State Senate,46,Cecilia Tkaczyk,GRE,0,14
Ulster,Saugerties 4,State Senate,46,Cecilia Tkaczyk,GRE,0,17
Ulster,Saugerties 5,State Senate,46,Cecilia Tkaczyk,GRE,3,19
Ulster,Saugerties 6,State Senate,46,Cecilia Tkaczyk,GRE,3,21
Ulster,Saugerties 7,State Senate,46,Cecilia Tkaczyk,GRE,1,4
Ulster,Saugerties 8,State Senate,46,Cecilia Tkaczyk,GRE,2,10
Ulster,Saugerties 9,State Senate,46,Cecilia Tkaczyk,GRE,0,10
Ulster,Saugerties 10,State Senate,46,Cecilia Tkaczyk,GRE,2,9
Ulster,Saugerties 11,State Senate,46,Cecilia Tkaczyk,GRE,1,13
Ulster,Saugerties 12,State Senate,46,Cecilia Tkaczyk,GRE,0,2
Ulster,Saugerties 13,State Senate,46,Cecilia Tkaczyk,GRE,0,14
Ulster,Saugerties 14,State Senate,46,Cecilia Tkaczyk,GRE,0,2
Ulster,Saugerties 15,State Senate,46,Cecilia Tkaczyk,GRE,2,28
Ulster,Saugerties 16,State Senate,46,Cecilia Tkaczyk,GRE,0,14
Ulster,Ulster 1,State Senate,46,Cecilia Tkaczyk,GRE,0,6
Ulster,Ulster 2,State Senate,46,Cecilia Tkaczyk,GRE,1,8
Ulster,Ulster 3,State Senate,46,Cecilia Tkaczyk,GRE,0,0
Ulster,Ulster 4,State Senate,46,Cecilia Tkaczyk,GRE,1,5
Ulster,Ulster 5,State Senate,46,Cecilia Tkaczyk,GRE,0,4
Ulster,Ulster 6,State Senate,46,Cecilia Tkaczyk,GRE,0,1
Ulster,Ulster 7,State Senate,46,Cecilia Tkaczyk,GRE,0,9
Ulster,Ulster 8,State Senate,46,Cecilia Tkaczyk,GRE,0,3
Ulster,Ulster 9,State Senate,46,Cecilia Tkaczyk,GRE,0,12
Ulster,Ulster 10,State Senate,46,Cecilia Tkaczyk,GRE,0,7
Ulster,Ulster 11,State Senate,46,Cecilia Tkaczyk,GRE,1,3
Ulster,Ulster 12,State Senate,46,Cecilia Tkaczyk,GRE,2,2
Ulster,Ulster 13,State Senate,46,Cecilia Tkaczyk,GRE,1,8
Ulster,Ulster 14,State Senate,46,Cecilia Tkaczyk,GRE,0,6
Ulster,Woodstock 1,State Senate,46,Cecilia Tkaczyk,GRE,5,28
Ulster,Woodstock 2,State Senate,46,Cecilia Tkaczyk,GRE,3,12
Ulster,Woodstock 3,State Senate,46,Cecilia Tkaczyk,GRE,0,18
Ulster,Woodstock 4,State Senate,46,Cecilia Tkaczyk,GRE,1,17
Ulster,Woodstock 5,State Senate,46,Cecilia Tkaczyk,GRE,0,21
Ulster,Woodstock 6,State Senate,46,Cecilia Tkaczyk,GRE,0,20
Ulster,Woodstock 7,State Senate,46,Cecilia Tkaczyk,GRE,1,28
Ulster,Woodstock 8,State Senate,46,Cecilia Tkaczyk,GRE,0,8
Ulster,Woodstock 9,State Senate,46,Cecilia Tkaczyk,GRE,3,15
Ulster,TOTAL,State Senate,46,Cecilia Tkaczyk,GRE,70,1113
Ulster,Kingston Ward 1 -1,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Kingston Ward 1 -2,State Senate,46,"George A. Amedore, Jr.",SCC,0,11
Ulster,Kingston Ward 1 -3,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 2 -1,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 2 -2,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Kingston Ward 2 -3,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 3 -1,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 3 -2,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Kingston Ward 3 -3,State Senate,46,"George A. Amedore, Jr.",SCC,2,1
Ulster,Kingston Ward 4 -1,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 4 -2,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 5 -1,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Kingston Ward 5 -2,State Senate,46,"George A. Amedore, Jr.",SCC,0,7
Ulster,Kingston Ward 5 -3,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Kingston Ward 6 -1,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Kingston Ward 6 -2,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 6 -3,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Kingston Ward 7 -1,State Senate,46,"George A. Amedore, Jr.",SCC,0,6
Ulster,Kingston Ward 7 -2,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 7 -3,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Kingston Ward 8 -1,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Kingston Ward 8 -2,State Senate,46,"George A. Amedore, Jr.",SCC,1,2
Ulster,Kingston Ward 8 -3,State Senate,46,"George A. Amedore, Jr.",SCC,0,7
Ulster,Kingston Ward 9 -1,State Senate,46,"George A. Amedore, Jr.",SCC,1,2
