county,precinct,office,district,party,candidate,election_day,absentee
Herkimer,Town of Webb 2 LD 15,State Assembly,118,REP,Blank,0,
Herkimer,Town of Webb 2 LD 15,State Assembly,118,REP,Patrick Vincent,4,0
Herkimer,Town of Webb 2 LD 15,State Assembly,118,REP,Robert J. Smullen,9,1
Herkimer,Town of Webb 2 LD 15,State Assembly,118,REP,Void,0,
Herkimer,Town of Webb 2 LD 15,State Assembly,118,REP,Write-in,0,
Herkimer,City of Little Falls Ward 1 1 LD 12,Attorney General,,DEM,Blank,4,
Herkimer,City of Little Falls Ward 1 1 LD 12,Attorney General,,DEM,Leecia R. Eve,6,0
Herkimer,City of Little Falls Ward 1 1 LD 12,Attorney General,,DEM,Letitia A. James,8,2
Herkimer,City of Little Falls Ward 1 1 LD 12,Attorney General,,DEM,Sean Patrick Maloney,6,1
Herkimer,City of Little Falls Ward 1 1 LD 12,Attorney General,,DEM,Void,0,
Herkimer,City of Little Falls Ward 1 1 LD 12,Attorney General,,DEM,Write-in,0,
Herkimer,City of Little Falls Ward 1 1 LD 12,Attorney General,,DEM,Zephyr Teachout,29,5
Herkimer,City of Little Falls Ward 2 1 LD 12,Attorney General,,DEM,Blank,3,
Herkimer,City of Little Falls Ward 2 1 LD 12,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,City of Little Falls Ward 2 1 LD 12,Attorney General,,DEM,Letitia A. James,9,1
Herkimer,City of Little Falls Ward 2 1 LD 12,Attorney General,,DEM,Sean Patrick Maloney,25,7
Herkimer,City of Little Falls Ward 2 1 LD 12,Attorney General,,DEM,Void,2,
Herkimer,City of Little Falls Ward 2 1 LD 12,Attorney General,,DEM,Write-in,0,
Herkimer,City of Little Falls Ward 2 1 LD 12,Attorney General,,DEM,Zephyr Teachout,22,1
Herkimer,City of Little Falls Ward 3 1 LD 12,Attorney General,,DEM,Blank,1,
Herkimer,City of Little Falls Ward 3 1 LD 12,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,City of Little Falls Ward 3 1 LD 12,Attorney General,,DEM,Letitia A. James,2,1
Herkimer,City of Little Falls Ward 3 1 LD 12,Attorney General,,DEM,Sean Patrick Maloney,5,2
Herkimer,City of Little Falls Ward 3 1 LD 12,Attorney General,,DEM,Void,2,
Herkimer,City of Little Falls Ward 3 1 LD 12,Attorney General,,DEM,Write-in,0,
Herkimer,City of Little Falls Ward 3 1 LD 12,Attorney General,,DEM,Zephyr Teachout,4,1
Herkimer,City of Little Falls Ward 3 2 LD 10,Attorney General,,DEM,Blank,2,
Herkimer,City of Little Falls Ward 3 2 LD 10,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,City of Little Falls Ward 3 2 LD 10,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,City of Little Falls Ward 3 2 LD 10,Attorney General,,DEM,Sean Patrick Maloney,11,0
Herkimer,City of Little Falls Ward 3 2 LD 10,Attorney General,,DEM,Void,0,
Herkimer,City of Little Falls Ward 3 2 LD 10,Attorney General,,DEM,Write-in,0,
Herkimer,City of Little Falls Ward 3 2 LD 10,Attorney General,,DEM,Zephyr Teachout,7,0
Herkimer,City of Little Falls Ward 4 1 LD 12,Attorney General,,DEM,Blank,2,
Herkimer,City of Little Falls Ward 4 1 LD 12,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,City of Little Falls Ward 4 1 LD 12,Attorney General,,DEM,Letitia A. James,7,0
Herkimer,City of Little Falls Ward 4 1 LD 12,Attorney General,,DEM,Sean Patrick Maloney,14,2
Herkimer,City of Little Falls Ward 4 1 LD 12,Attorney General,,DEM,Void,1,
Herkimer,City of Little Falls Ward 4 1 LD 12,Attorney General,,DEM,Write-in,0,
Herkimer,City of Little Falls Ward 4 1 LD 12,Attorney General,,DEM,Zephyr Teachout,17,1
Herkimer,Town of Columbia 1 LD 7,Attorney General,,DEM,Blank,0,
Herkimer,Town of Columbia 1 LD 7,Attorney General,,DEM,Leecia R. Eve,2,0
Herkimer,Town of Columbia 1 LD 7,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of Columbia 1 LD 7,Attorney General,,DEM,Sean Patrick Maloney,3,1
Herkimer,Town of Columbia 1 LD 7,Attorney General,,DEM,Void,0,
Herkimer,Town of Columbia 1 LD 7,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Columbia 1 LD 7,Attorney General,,DEM,Zephyr Teachout,7,0
Herkimer,Town of Columbia 2 LD 13,Attorney General,,DEM,Blank,0,
Herkimer,Town of Columbia 2 LD 13,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Columbia 2 LD 13,Attorney General,,DEM,Letitia A. James,0,0
Herkimer,Town of Columbia 2 LD 13,Attorney General,,DEM,Sean Patrick Maloney,1,0
Herkimer,Town of Columbia 2 LD 13,Attorney General,,DEM,Void,0,
Herkimer,Town of Columbia 2 LD 13,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Columbia 2 LD 13,Attorney General,,DEM,Zephyr Teachout,3,0
Herkimer,Town of Danube 1 LD 14,Attorney General,,DEM,Blank,1,
Herkimer,Town of Danube 1 LD 14,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Danube 1 LD 14,Attorney General,,DEM,Letitia A. James,3,0
Herkimer,Town of Danube 1 LD 14,Attorney General,,DEM,Sean Patrick Maloney,7,0
Herkimer,Town of Danube 1 LD 14,Attorney General,,DEM,Void,0,
Herkimer,Town of Danube 1 LD 14,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Danube 1 LD 14,Attorney General,,DEM,Zephyr Teachout,4,1
Herkimer,Town of Fairfield 1 LD 16,Attorney General,,DEM,Blank,2,
Herkimer,Town of Fairfield 1 LD 16,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Fairfield 1 LD 16,Attorney General,,DEM,Letitia A. James,5,2
Herkimer,Town of Fairfield 1 LD 16,Attorney General,,DEM,Sean Patrick Maloney,9,0
Herkimer,Town of Fairfield 1 LD 16,Attorney General,,DEM,Void,0,
Herkimer,Town of Fairfield 1 LD 16,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Fairfield 1 LD 16,Attorney General,,DEM,Zephyr Teachout,16,2
Herkimer,Town of Frankfort 1 LD 8,Attorney General,,DEM,Blank,1,
Herkimer,Town of Frankfort 1 LD 8,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Frankfort 1 LD 8,Attorney General,,DEM,Letitia A. James,11,1
Herkimer,Town of Frankfort 1 LD 8,Attorney General,,DEM,Sean Patrick Maloney,14,2
Herkimer,Town of Frankfort 1 LD 8,Attorney General,,DEM,Void,1,
Herkimer,Town of Frankfort 1 LD 8,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Frankfort 1 LD 8,Attorney General,,DEM,Zephyr Teachout,7,2
Herkimer,Town of Frankfort 2 LD 9,Attorney General,,DEM,Blank,9,
Herkimer,Town of Frankfort 2 LD 9,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Frankfort 2 LD 9,Attorney General,,DEM,Letitia A. James,7,0
Herkimer,Town of Frankfort 2 LD 9,Attorney General,,DEM,Sean Patrick Maloney,13,1
Herkimer,Town of Frankfort 2 LD 9,Attorney General,,DEM,Void,0,
Herkimer,Town of Frankfort 2 LD 9,Attorney General,,DEM,Write-in,1,
Herkimer,Town of Frankfort 2 LD 9,Attorney General,,DEM,Zephyr Teachout,16,0
Herkimer,Town of Frankfort 3 LD 9,Attorney General,,DEM,Blank,4,
Herkimer,Town of Frankfort 3 LD 9,Attorney General,,DEM,Leecia R. Eve,3,0
Herkimer,Town of Frankfort 3 LD 9,Attorney General,,DEM,Letitia A. James,2,0
Herkimer,Town of Frankfort 3 LD 9,Attorney General,,DEM,Sean Patrick Maloney,8,0
Herkimer,Town of Frankfort 3 LD 9,Attorney General,,DEM,Void,0,
Herkimer,Town of Frankfort 3 LD 9,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Frankfort 3 LD 9,Attorney General,,DEM,Zephyr Teachout,4,0
Herkimer,Town of Frankfort 4 LD 8,Attorney General,,DEM,Blank,1,
Herkimer,Town of Frankfort 4 LD 8,Attorney General,,DEM,Leecia R. Eve,2,1
Herkimer,Town of Frankfort 4 LD 8,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of Frankfort 4 LD 8,Attorney General,,DEM,Sean Patrick Maloney,7,4
Herkimer,Town of Frankfort 4 LD 8,Attorney General,,DEM,Void,0,
Herkimer,Town of Frankfort 4 LD 8,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Frankfort 4 LD 8,Attorney General,,DEM,Zephyr Teachout,9,0
Herkimer,Town of Frankfort 5 LD 8,Attorney General,,DEM,Blank,6,
Herkimer,Town of Frankfort 5 LD 8,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Frankfort 5 LD 8,Attorney General,,DEM,Letitia A. James,6,2
Herkimer,Town of Frankfort 5 LD 8,Attorney General,,DEM,Sean Patrick Maloney,21,1
Herkimer,Town of Frankfort 5 LD 8,Attorney General,,DEM,Void,1,
Herkimer,Town of Frankfort 5 LD 8,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Frankfort 5 LD 8,Attorney General,,DEM,Zephyr Teachout,16,2
Herkimer,Town of Frankfort 6 LD 9,Attorney General,,DEM,Blank,2,
Herkimer,Town of Frankfort 6 LD 9,Attorney General,,DEM,Leecia R. Eve,1,1
Herkimer,Town of Frankfort 6 LD 9,Attorney General,,DEM,Letitia A. James,11,0
Herkimer,Town of Frankfort 6 LD 9,Attorney General,,DEM,Sean Patrick Maloney,19,5
Herkimer,Town of Frankfort 6 LD 9,Attorney General,,DEM,Void,1,
Herkimer,Town of Frankfort 6 LD 9,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Frankfort 6 LD 9,Attorney General,,DEM,Zephyr Teachout,13,1
Herkimer,Town of German Flatts 1 LD 7,Attorney General,,DEM,Blank,2,
Herkimer,Town of German Flatts 1 LD 7,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 1 LD 7,Attorney General,,DEM,Letitia A. James,0,1
Herkimer,Town of German Flatts 1 LD 7,Attorney General,,DEM,Sean Patrick Maloney,6,0
Herkimer,Town of German Flatts 1 LD 7,Attorney General,,DEM,Void,1,
Herkimer,Town of German Flatts 1 LD 7,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 1 LD 7,Attorney General,,DEM,Zephyr Teachout,10,1
Herkimer,Town of German Flatts 10 LD 5,Attorney General,,DEM,Blank,0,
Herkimer,Town of German Flatts 10 LD 5,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 10 LD 5,Attorney General,,DEM,Letitia A. James,3,0
Herkimer,Town of German Flatts 10 LD 5,Attorney General,,DEM,Sean Patrick Maloney,0,0
Herkimer,Town of German Flatts 10 LD 5,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 10 LD 5,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 10 LD 5,Attorney General,,DEM,Zephyr Teachout,7,0
Herkimer,Town of German Flatts 11 LD 6,Attorney General,,DEM,Blank,3,
Herkimer,Town of German Flatts 11 LD 6,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 11 LD 6,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of German Flatts 11 LD 6,Attorney General,,DEM,Sean Patrick Maloney,7,2
Herkimer,Town of German Flatts 11 LD 6,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 11 LD 6,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 11 LD 6,Attorney General,,DEM,Zephyr Teachout,12,1
Herkimer,Town of German Flatts 12 LD 6,Attorney General,,DEM,Blank,1,
Herkimer,Town of German Flatts 12 LD 6,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of German Flatts 12 LD 6,Attorney General,,DEM,Letitia A. James,2,0
Herkimer,Town of German Flatts 12 LD 6,Attorney General,,DEM,Sean Patrick Maloney,6,1
Herkimer,Town of German Flatts 12 LD 6,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 12 LD 6,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 12 LD 6,Attorney General,,DEM,Zephyr Teachout,9,0
Herkimer,Town of German Flatts 13 LD 5,Attorney General,,DEM,Blank,3,
Herkimer,Town of German Flatts 13 LD 5,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 13 LD 5,Attorney General,,DEM,Letitia A. James,7,0
Herkimer,Town of German Flatts 13 LD 5,Attorney General,,DEM,Sean Patrick Maloney,15,1
Herkimer,Town of German Flatts 13 LD 5,Attorney General,,DEM,Void,1,
Herkimer,Town of German Flatts 13 LD 5,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 13 LD 5,Attorney General,,DEM,Zephyr Teachout,15,0
Herkimer,Town of German Flatts 14 LD 5,Attorney General,,DEM,Blank,1,
Herkimer,Town of German Flatts 14 LD 5,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 14 LD 5,Attorney General,,DEM,Letitia A. James,1,1
Herkimer,Town of German Flatts 14 LD 5,Attorney General,,DEM,Sean Patrick Maloney,7,0
Herkimer,Town of German Flatts 14 LD 5,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 14 LD 5,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 14 LD 5,Attorney General,,DEM,Zephyr Teachout,7,0
Herkimer,Town of German Flatts 2 LD 1,Attorney General,,DEM,Blank,1,
Herkimer,Town of German Flatts 2 LD 1,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 2 LD 1,Attorney General,,DEM,Letitia A. James,1,0
Herkimer,Town of German Flatts 2 LD 1,Attorney General,,DEM,Sean Patrick Maloney,7,0
Herkimer,Town of German Flatts 2 LD 1,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 2 LD 1,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 2 LD 1,Attorney General,,DEM,Zephyr Teachout,12,1
Herkimer,Town of German Flatts 3 LD 4,Attorney General,,DEM,Blank,3,
Herkimer,Town of German Flatts 3 LD 4,Attorney General,,DEM,Leecia R. Eve,2,0
Herkimer,Town of German Flatts 3 LD 4,Attorney General,,DEM,Letitia A. James,7,1
Herkimer,Town of German Flatts 3 LD 4,Attorney General,,DEM,Sean Patrick Maloney,9,1
Herkimer,Town of German Flatts 3 LD 4,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 3 LD 4,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 3 LD 4,Attorney General,,DEM,Zephyr Teachout,12,0
Herkimer,Town of German Flatts 4 LD 5,Attorney General,,DEM,Blank,0,
Herkimer,Town of German Flatts 4 LD 5,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 4 LD 5,Attorney General,,DEM,Letitia A. James,3,0
Herkimer,Town of German Flatts 4 LD 5,Attorney General,,DEM,Sean Patrick Maloney,4,1
Herkimer,Town of German Flatts 4 LD 5,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 4 LD 5,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 4 LD 5,Attorney General,,DEM,Zephyr Teachout,2,0
Herkimer,Town of German Flatts 5 LD 6,Attorney General,,DEM,Blank,0,
Herkimer,Town of German Flatts 5 LD 6,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 5 LD 6,Attorney General,,DEM,Letitia A. James,2,0
Herkimer,Town of German Flatts 5 LD 6,Attorney General,,DEM,Sean Patrick Maloney,1,0
Herkimer,Town of German Flatts 5 LD 6,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 5 LD 6,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 5 LD 6,Attorney General,,DEM,Zephyr Teachout,3,0
Herkimer,Town of German Flatts 6 LD 6,Attorney General,,DEM,Blank,1,
Herkimer,Town of German Flatts 6 LD 6,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of German Flatts 6 LD 6,Attorney General,,DEM,Letitia A. James,3,1
Herkimer,Town of German Flatts 6 LD 6,Attorney General,,DEM,Sean Patrick Maloney,12,0
Herkimer,Town of German Flatts 6 LD 6,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 6 LD 6,Attorney General,,DEM,Write-in,1,
Herkimer,Town of German Flatts 6 LD 6,Attorney General,,DEM,Zephyr Teachout,9,1
Herkimer,Town of German Flatts 7 LD 4,Attorney General,,DEM,Blank,0,
Herkimer,Town of German Flatts 7 LD 4,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of German Flatts 7 LD 4,Attorney General,,DEM,Letitia A. James,2,1
Herkimer,Town of German Flatts 7 LD 4,Attorney General,,DEM,Sean Patrick Maloney,6,0
Herkimer,Town of German Flatts 7 LD 4,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 7 LD 4,Attorney General,,DEM,Write-in,1,
Herkimer,Town of German Flatts 7 LD 4,Attorney General,,DEM,Zephyr Teachout,4,0
Herkimer,Town of German Flatts 8 LD 5,Attorney General,,DEM,Blank,0,
Herkimer,Town of German Flatts 8 LD 5,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of German Flatts 8 LD 5,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of German Flatts 8 LD 5,Attorney General,,DEM,Sean Patrick Maloney,14,0
Herkimer,Town of German Flatts 8 LD 5,Attorney General,,DEM,Void,1,
Herkimer,Town of German Flatts 8 LD 5,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 8 LD 5,Attorney General,,DEM,Zephyr Teachout,7,0
Herkimer,Town of German Flatts 9 LD 4,Attorney General,,DEM,Blank,2,
Herkimer,Town of German Flatts 9 LD 4,Attorney General,,DEM,Leecia R. Eve,2,0
Herkimer,Town of German Flatts 9 LD 4,Attorney General,,DEM,Letitia A. James,8,0
Herkimer,Town of German Flatts 9 LD 4,Attorney General,,DEM,Sean Patrick Maloney,11,0
Herkimer,Town of German Flatts 9 LD 4,Attorney General,,DEM,Void,0,
Herkimer,Town of German Flatts 9 LD 4,Attorney General,,DEM,Write-in,0,
Herkimer,Town of German Flatts 9 LD 4,Attorney General,,DEM,Zephyr Teachout,1,0
Herkimer,Town of Herkimer 1 LD 2,Attorney General,,DEM,Blank,2,
Herkimer,Town of Herkimer 1 LD 2,Attorney General,,DEM,Leecia R. Eve,1,1
Herkimer,Town of Herkimer 1 LD 2,Attorney General,,DEM,Letitia A. James,3,0
Herkimer,Town of Herkimer 1 LD 2,Attorney General,,DEM,Sean Patrick Maloney,10,2
Herkimer,Town of Herkimer 1 LD 2,Attorney General,,DEM,Void,0,
Herkimer,Town of Herkimer 1 LD 2,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Herkimer 1 LD 2,Attorney General,,DEM,Zephyr Teachout,7,0
Herkimer,Town of Herkimer 2 LD 2,Attorney General,,DEM,Blank,6,
Herkimer,Town of Herkimer 2 LD 2,Attorney General,,DEM,Leecia R. Eve,0,1
Herkimer,Town of Herkimer 2 LD 2,Attorney General,,DEM,Letitia A. James,2,3
Herkimer,Town of Herkimer 2 LD 2,Attorney General,,DEM,Sean Patrick Maloney,7,2
Herkimer,Town of Herkimer 2 LD 2,Attorney General,,DEM,Void,0,
Herkimer,Town of Herkimer 2 LD 2,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Herkimer 2 LD 2,Attorney General,,DEM,Zephyr Teachout,5,0
Herkimer,Town of Herkimer 3 LD 2,Attorney General,,DEM,Blank,4,
Herkimer,Town of Herkimer 3 LD 2,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Herkimer 3 LD 2,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of Herkimer 3 LD 2,Attorney General,,DEM,Sean Patrick Maloney,8,0
Herkimer,Town of Herkimer 3 LD 2,Attorney General,,DEM,Void,1,
Herkimer,Town of Herkimer 3 LD 2,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Herkimer 3 LD 2,Attorney General,,DEM,Zephyr Teachout,12,1
Herkimer,Town of Herkimer 4 LD 2,Attorney General,,DEM,Blank,1,
Herkimer,Town of Herkimer 4 LD 2,Attorney General,,DEM,Leecia R. Eve,2,0
Herkimer,Town of Herkimer 4 LD 2,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of Herkimer 4 LD 2,Attorney General,,DEM,Sean Patrick Maloney,8,3
Herkimer,Town of Herkimer 4 LD 2,Attorney General,,DEM,Void,2,
Herkimer,Town of Herkimer 4 LD 2,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Herkimer 4 LD 2,Attorney General,,DEM,Zephyr Teachout,6,1
Herkimer,Town of Herkimer 5 LD 1,Attorney General,,DEM,Blank,1,
Herkimer,Town of Herkimer 5 LD 1,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Herkimer 5 LD 1,Attorney General,,DEM,Letitia A. James,2,0
Herkimer,Town of Herkimer 5 LD 1,Attorney General,,DEM,Sean Patrick Maloney,5,1
Herkimer,Town of Herkimer 5 LD 1,Attorney General,,DEM,Void,0,
Herkimer,Town of Herkimer 5 LD 1,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Herkimer 5 LD 1,Attorney General,,DEM,Zephyr Teachout,5,1
Herkimer,Town of Herkimer 6 LD 3,Attorney General,,DEM,Blank,5,
Herkimer,Town of Herkimer 6 LD 3,Attorney General,,DEM,Leecia R. Eve,2,0
Herkimer,Town of Herkimer 6 LD 3,Attorney General,,DEM,Letitia A. James,13,1
Herkimer,Town of Herkimer 6 LD 3,Attorney General,,DEM,Sean Patrick Maloney,14,1
Herkimer,Town of Herkimer 6 LD 3,Attorney General,,DEM,Void,0,
Herkimer,Town of Herkimer 6 LD 3,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Herkimer 6 LD 3,Attorney General,,DEM,Zephyr Teachout,10,0
Herkimer,Town of Herkimer 7 LD 3,Attorney General,,DEM,Blank,1,
Herkimer,Town of Herkimer 7 LD 3,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Herkimer 7 LD 3,Attorney General,,DEM,Letitia A. James,5,0
Herkimer,Town of Herkimer 7 LD 3,Attorney General,,DEM,Sean Patrick Maloney,4,2
Herkimer,Town of Herkimer 7 LD 3,Attorney General,,DEM,Void,0,
Herkimer,Town of Herkimer 7 LD 3,Attorney General,,DEM,Write-in,1,
Herkimer,Town of Herkimer 7 LD 3,Attorney General,,DEM,Zephyr Teachout,10,0
Herkimer,Town of Herkimer 8 LD 1,Attorney General,,DEM,Blank,4,
Herkimer,Town of Herkimer 8 LD 1,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Herkimer 8 LD 1,Attorney General,,DEM,Letitia A. James,3,1
Herkimer,Town of Herkimer 8 LD 1,Attorney General,,DEM,Sean Patrick Maloney,9,2
Herkimer,Town of Herkimer 8 LD 1,Attorney General,,DEM,Void,1,
Herkimer,Town of Herkimer 8 LD 1,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Herkimer 8 LD 1,Attorney General,,DEM,Zephyr Teachout,15,1
Herkimer,Town of Herkimer 9 LD 3,Attorney General,,DEM,Blank,6,
Herkimer,Town of Herkimer 9 LD 3,Attorney General,,DEM,Leecia R. Eve,1,1
Herkimer,Town of Herkimer 9 LD 3,Attorney General,,DEM,Letitia A. James,4,0
Herkimer,Town of Herkimer 9 LD 3,Attorney General,,DEM,Sean Patrick Maloney,3,0
Herkimer,Town of Herkimer 9 LD 3,Attorney General,,DEM,Void,0,
Herkimer,Town of Herkimer 9 LD 3,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Herkimer 9 LD 3,Attorney General,,DEM,Zephyr Teachout,8,1
Herkimer,Town of Litchfield 1 LD 13,Attorney General,,DEM,Blank,3,
Herkimer,Town of Litchfield 1 LD 13,Attorney General,,DEM,Leecia R. Eve,1,0
Herkimer,Town of Litchfield 1 LD 13,Attorney General,,DEM,Letitia A. James,3,0
Herkimer,Town of Litchfield 1 LD 13,Attorney General,,DEM,Sean Patrick Maloney,10,0
Herkimer,Town of Litchfield 1 LD 13,Attorney General,,DEM,Void,0,
Herkimer,Town of Litchfield 1 LD 13,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Litchfield 1 LD 13,Attorney General,,DEM,Zephyr Teachout,18,0
Herkimer,Town of Little Falls 1 LD 14,Attorney General,,DEM,Blank,5,
Herkimer,Town of Little Falls 1 LD 14,Attorney General,,DEM,Leecia R. Eve,2,0
Herkimer,Town of Little Falls 1 LD 14,Attorney General,,DEM,Letitia A. James,5,2
Herkimer,Town of Little Falls 1 LD 14,Attorney General,,DEM,Sean Patrick Maloney,13,2
Herkimer,Town of Little Falls 1 LD 14,Attorney General,,DEM,Void,0,
Herkimer,Town of Little Falls 1 LD 14,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Little Falls 1 LD 14,Attorney General,,DEM,Zephyr Teachout,13,1
Herkimer,Town of Manheim 1 LD 10,Attorney General,,DEM,Blank,0,
Herkimer,Town of Manheim 1 LD 10,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Manheim 1 LD 10,Attorney General,,DEM,Letitia A. James,0,0
Herkimer,Town of Manheim 1 LD 10,Attorney General,,DEM,Sean Patrick Maloney,3,0
Herkimer,Town of Manheim 1 LD 10,Attorney General,,DEM,Void,0,
Herkimer,Town of Manheim 1 LD 10,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Manheim 1 LD 10,Attorney General,,DEM,Zephyr Teachout,5,0
Herkimer,Town of Manheim 2 LD 10,Attorney General,,DEM,Blank,1,
Herkimer,Town of Manheim 2 LD 10,Attorney General,,DEM,Leecia R. Eve,3,0
Herkimer,Town of Manheim 2 LD 10,Attorney General,,DEM,Letitia A. James,5,0
Herkimer,Town of Manheim 2 LD 10,Attorney General,,DEM,Sean Patrick Maloney,7,1
Herkimer,Town of Manheim 2 LD 10,Attorney General,,DEM,Void,1,
Herkimer,Town of Manheim 2 LD 10,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Manheim 2 LD 10,Attorney General,,DEM,Zephyr Teachout,22,0
Herkimer,Town of Manheim 3 LD 10,Attorney General,,DEM,Blank,2,
Herkimer,Town of Manheim 3 LD 10,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Manheim 3 LD 10,Attorney General,,DEM,Letitia A. James,3,0
Herkimer,Town of Manheim 3 LD 10,Attorney General,,DEM,Sean Patrick Maloney,2,0
Herkimer,Town of Manheim 3 LD 10,Attorney General,,DEM,Void,0,
Herkimer,Town of Manheim 3 LD 10,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Manheim 3 LD 10,Attorney General,,DEM,Zephyr Teachout,7,1
Herkimer,Town of Newport 1 LD 17,Attorney General,,DEM,Blank,1,
Herkimer,Town of Newport 1 LD 17,Attorney General,,DEM,Leecia R. Eve,0,1
Herkimer,Town of Newport 1 LD 17,Attorney General,,DEM,Letitia A. James,9,0
Herkimer,Town of Newport 1 LD 17,Attorney General,,DEM,Sean Patrick Maloney,15,0
Herkimer,Town of Newport 1 LD 17,Attorney General,,DEM,Void,0,
Herkimer,Town of Newport 1 LD 17,Attorney General,,DEM,Write-in,0,
Herkimer,Town of Newport 1 LD 17,Attorney General,,DEM,Zephyr Teachout,28,1
Herkimer,Town of Norway 1 LD 16,Attorney General,,DEM,Blank,2,
Herkimer,Town of Norway 1 LD 16,Attorney General,,DEM,Leecia R. Eve,0,0
Herkimer,Town of Norway 1 LD 16,Attorney General,,DEM,Letitia A. James,0,2
