precinct,office,district,candidate,party,votes
Orangetown 19,U.S. Senate,,Wendy Long,REP,144
Orangetown 19,U.S. Senate,,Wendy Long,CON,40
Orangetown 19,U.S. Senate,,Kirsten E. Gillibrand,WOR,15
Orangetown 19,U.S. Senate,,Kirsten E. Gillibrand,IND,16
Orangetown 19,U.S. Senate,,Colia Clark,GRE,3
Orangetown 19,U.S. Senate,,Chris Edes,LBT,1
Orangetown 19,U.S. Senate,,John Mangelli,CSP,1
Orangetown 19,U.S. Senate,,Write-ins,,0
Orangetown 19,U.S. Senate,,Total,,413
Orangetown 19,U.S. Senate,,Over Votes,,0
Orangetown 19,U.S. Senate,,Under Votes,,23
Orangetown 19,U.S. House,17,Nita M. Lowey,DEM,173
Orangetown 19,U.S. House,17,Joe Carvin,REP,209
Orangetown 19,U.S. House,17,Nita M. Lowey,WOR,9
Orangetown 19,U.S. House,17,Francis E. Morganthaler,WTP,3
Orangetown 19,U.S. House,17,Write-ins,,0
Orangetown 19,U.S. House,17,Total,,394
Orangetown 19,U.S. House,17,Over Votes,,0
Orangetown 19,U.S. House,17,Under Votes,,42
Orangetown 19,State Senate,38,David Carlucci,DEM,182
Orangetown 19,State Senate,38,Janis A. Castaldi,REP,179
Orangetown 19,State Senate,38,David Carlucci,WOR,13
Orangetown 19,State Senate,38,David Carlucci,IND,13
Orangetown 19,State Senate,38,Write-ins,,0
Orangetown 19,State Senate,38,Total,,387
Orangetown 19,State Senate,38,Over Votes,,0
Orangetown 19,State Senate,38,Under Votes,,49
Orangetown 19,State House,97,Ellen C. Jaffee,DEM,173
Orangetown 19,State House,97,Joseph T. Gravagna,REP,169
Orangetown 19,State House,97,Joseph T. Gravagna,CON,36
Orangetown 19,State House,97,Ellen C. Jaffee,WOR,12
Orangetown 19,State House,97,Joseph T. Gravagna,IND,6
Orangetown 19,State House,97,Write-ins,,0
Orangetown 19,State House,97,Total,,396
Orangetown 19,State House,97,Over Votes,,0
Orangetown 19,State House,97,Under Votes,,40
Orangetown 20,Ballots Cast,,,,0
Orangetown 20,President,,Barack Obama,DEM,213
Orangetown 20,President,,Mitt Romney,REP,370
Orangetown 20,President,,Mitt Romney,CON,53
Orangetown 20,President,,Barack Obama,WOR,12
Orangetown 20,President,,Jill Stein,GRE,3
Orangetown 20,President,,Peta Lindsay,PSL,0
Orangetown 20,President,,Gary Johnson,LBT,6
Orangetown 20,President,,Virgil Goode,CST,0
Orangetown 20,President,,Write-ins,,2
Orangetown 20,President,,Total,,659
Orangetown 20,President,,Over Votes,,0
Orangetown 20,President,,Under Votes,,5
Orangetown 20,U.S. Senate,,Kirsten E. Gillibrand,DEM,266
Orangetown 20,U.S. Senate,,Wendy Long,REP,241
Orangetown 20,U.S. Senate,,Wendy Long,CON,50
Orangetown 20,U.S. Senate,,Kirsten E. Gillibrand,WOR,29
Orangetown 20,U.S. Senate,,Kirsten E. Gillibrand,IND,29
Orangetown 20,U.S. Senate,,Colia Clark,GRE,1
Orangetown 20,U.S. Senate,,Chris Edes,LBT,3
Orangetown 20,U.S. Senate,,John Mangelli,CSP,2
Orangetown 20,U.S. Senate,,Write-ins,,0
Orangetown 20,U.S. Senate,,Total,,621
Orangetown 20,U.S. Senate,,Over Votes,,1
Orangetown 20,U.S. Senate,,Under Votes,,42
Orangetown 20,U.S. House,17,Nita M. Lowey,DEM,217
Orangetown 20,U.S. House,17,Joe Carvin,REP,340
Orangetown 20,U.S. House,17,Nita M. Lowey,WOR,18
Orangetown 20,U.S. House,17,Francis E. Morganthaler,WTP,8
Orangetown 20,U.S. House,17,Write-ins,,0
Orangetown 20,U.S. House,17,Total,,583
Orangetown 20,U.S. House,17,Over Votes,,1
Orangetown 20,U.S. House,17,Under Votes,,80
Orangetown 20,State Senate,38,David Carlucci,DEM,266
Orangetown 20,State Senate,38,Janis A. Castaldi,REP,279
Orangetown 20,State Senate,38,David Carlucci,WOR,28
Orangetown 20,State Senate,38,David Carlucci,IND,28
Orangetown 20,State Senate,38,Write-ins,,0
Orangetown 20,State Senate,38,Total,,601
Orangetown 20,State Senate,38,Over Votes,,0
Orangetown 20,State Senate,38,Under Votes,,63
Orangetown 20,State House,97,Ellen C. Jaffee,DEM,243
Orangetown 20,State House,97,Joseph T. Gravagna,REP,274
Orangetown 20,State House,97,Joseph T. Gravagna,CON,48
Orangetown 20,State House,97,Ellen C. Jaffee,WOR,30
Orangetown 20,State House,97,Joseph T. Gravagna,IND,10
Orangetown 20,State House,97,Write-ins,,1
Orangetown 20,State House,97,Total,,606
Orangetown 20,State House,97,Over Votes,,0
Orangetown 20,State House,97,Under Votes,,58
Orangetown 21,Ballots Cast,,,,337
Orangetown 21,President,,Barack Obama,DEM,191
Orangetown 21,President,,Mitt Romney,REP,111
Orangetown 21,President,,Mitt Romney,CON,18
Orangetown 21,President,,Barack Obama,WOR,5
Orangetown 21,President,,Jill Stein,GRE,5
Orangetown 21,President,,Peta Lindsay,PSL,0
Orangetown 21,President,,Gary Johnson,LBT,3
Orangetown 21,President,,Virgil Goode,CST,0
Orangetown 21,President,,Write-ins,,1
Orangetown 21,President,,Total,,334
Orangetown 21,President,,Over Votes,,2
Orangetown 21,President,,Under Votes,,1
Orangetown 21,U.S. Senate,,Kirsten E. Gillibrand,DEM,203
Orangetown 21,U.S. Senate,,Wendy Long,REP,77
Orangetown 21,U.S. Senate,,Wendy Long,CON,20
Orangetown 21,U.S. Senate,,Kirsten E. Gillibrand,WOR,9
Orangetown 21,U.S. Senate,,Kirsten E. Gillibrand,IND,11
Orangetown 21,U.S. Senate,,Colia Clark,GRE,1
Orangetown 21,U.S. Senate,,Chris Edes,LBT,2
Orangetown 21,U.S. Senate,,John Mangelli,CSP,0
Orangetown 21,U.S. Senate,,Write-ins,,0
Orangetown 21,U.S. Senate,,Total,,323
Orangetown 21,U.S. Senate,,Over Votes,,0
Orangetown 21,U.S. Senate,,Under Votes,,14
Orangetown 21,U.S. House,17,Nita M. Lowey,DEM,182
Orangetown 21,U.S. House,17,Joe Carvin,REP,105
Orangetown 21,U.S. House,17,Nita M. Lowey,WOR,11
Orangetown 21,U.S. House,17,Francis E. Morganthaler,WTP,0
Orangetown 21,U.S. House,17,Write-ins,,0
Orangetown 21,U.S. House,17,Total,,298
Orangetown 21,U.S. House,17,Over Votes,,0
Orangetown 21,U.S. House,17,Under Votes,,39
Orangetown 21,State Senate,38,David Carlucci,DEM,185
Orangetown 21,State Senate,38,Janis A. Castaldi,REP,89
Orangetown 21,State Senate,38,David Carlucci,WOR,6
Orangetown 21,State Senate,38,David Carlucci,IND,9
Orangetown 21,State Senate,38,Write-ins,,0
Orangetown 21,State Senate,38,Total,,289
Orangetown 21,State Senate,38,Over Votes,,0
Orangetown 21,State Senate,38,Under Votes,,48
Orangetown 21,State House,97,Ellen C. Jaffee,DEM,184
Orangetown 21,State House,97,Joseph T. Gravagna,REP,87
Orangetown 21,State House,97,Joseph T. Gravagna,CON,16
Orangetown 21,State House,97,Ellen C. Jaffee,WOR,6
Orangetown 21,State House,97,Joseph T. Gravagna,IND,3
Orangetown 21,State House,97,Write-ins,,0
Orangetown 21,State House,97,Total,,296
Orangetown 21,State House,97,Over Votes,,0
Orangetown 21,State House,97,Under Votes,,41
Orangetown 22,Ballots Cast,,,,505
Orangetown 22,President,,Barack Obama,DEM,124
Orangetown 22,President,,Mitt Romney,REP,332
Orangetown 22,President,,Mitt Romney,CON,33
Orangetown 22,President,,Barack Obama,WOR,3
Orangetown 22,President,,Jill Stein,GRE,1
Orangetown 22,President,,Peta Lindsay,PSL,0
Orangetown 22,President,,Gary Johnson,LBT,8
Orangetown 22,President,,Virgil Goode,CST,1
Orangetown 22,President,,Write-ins,,2
Orangetown 22,President,,Total,,504
Orangetown 22,President,,Over Votes,,0
Orangetown 22,President,,Under Votes,,1
Orangetown 22,U.S. Senate,,Kirsten E. Gillibrand,DEM,171
Orangetown 22,U.S. Senate,,Wendy Long,REP,225
Orangetown 22,U.S. Senate,,Wendy Long,CON,26
Orangetown 22,U.S. Senate,,Kirsten E. Gillibrand,WOR,19
Orangetown 22,U.S. Senate,,Kirsten E. Gillibrand,IND,23
Orangetown 22,U.S. Senate,,Colia Clark,GRE,2
Orangetown 22,U.S. Senate,,Chris Edes,LBT,1
Orangetown 22,U.S. Senate,,John Mangelli,CSP,4
Orangetown 22,U.S. Senate,,Write-ins,,0
Orangetown 22,U.S. Senate,,Total,,471
Orangetown 22,U.S. Senate,,Over Votes,,1
Orangetown 22,U.S. Senate,,Under Votes,,33
Orangetown 22,U.S. House,17,Nita M. Lowey,DEM,135
Orangetown 22,U.S. House,17,Joe Carvin,REP,304
Orangetown 22,U.S. House,17,Nita M. Lowey,WOR,14
Orangetown 22,U.S. House,17,Francis E. Morganthaler,WTP,3
Orangetown 22,U.S. House,17,Write-ins,,0
Orangetown 22,U.S. House,17,Total,,456
Orangetown 22,U.S. House,17,Over Votes,,0
Orangetown 22,U.S. House,17,Under Votes,,49
Orangetown 22,State Senate,38,David Carlucci,DEM,169
Orangetown 22,State Senate,38,Janis A. Castaldi,REP,249
Orangetown 22,State Senate,38,David Carlucci,WOR,13
Orangetown 22,State Senate,38,David Carlucci,IND,20
Orangetown 22,State Senate,38,Write-ins,,0
Orangetown 22,State Senate,38,Total,,451
Orangetown 22,State Senate,38,Over Votes,,0
Orangetown 22,State Senate,38,Under Votes,,54
Orangetown 22,State House,97,Ellen C. Jaffee,DEM,147
Orangetown 22,State House,97,Joseph T. Gravagna,REP,255
Orangetown 22,State House,97,Joseph T. Gravagna,CON,25
Orangetown 22,State House,97,Ellen C. Jaffee,WOR,19
Orangetown 22,State House,97,Joseph T. Gravagna,IND,10
Orangetown 22,State House,97,Write-ins,,0
Orangetown 22,State House,97,Total,,456
Orangetown 22,State House,97,Over Votes,,0
Orangetown 22,State House,97,Under Votes,,49
Orangetown 23,Ballots Cast,,,,380
Orangetown 23,President,,Barack Obama,DEM,111
Orangetown 23,President,,Mitt Romney,REP,213
Orangetown 23,President,,Mitt Romney,CON,44
Orangetown 23,President,,Barack Obama,WOR,5
Orangetown 23,President,,Jill Stein,GRE,1
Orangetown 23,President,,Peta Lindsay,PSL,0
Orangetown 23,President,,Gary Johnson,LBT,3
Orangetown 23,President,,Virgil Goode,CST,0
Orangetown 23,President,,Write-ins,,2
Orangetown 23,President,,Total,,379
Orangetown 23,President,,Over Votes,,0
Orangetown 23,President,,Under Votes,,1
Orangetown 23,U.S. Senate,,Kirsten E. Gillibrand,DEM,149
Orangetown 23,U.S. Senate,,Wendy Long,REP,133
Orangetown 23,U.S. Senate,,Wendy Long,CON,45
Orangetown 23,U.S. Senate,,Kirsten E. Gillibrand,WOR,13
Orangetown 23,U.S. Senate,,Kirsten E. Gillibrand,IND,16
Orangetown 23,U.S. Senate,,Colia Clark,GRE,1
Orangetown 23,U.S. Senate,,Chris Edes,LBT,2
Orangetown 23,U.S. Senate,,John Mangelli,CSP,4
Orangetown 23,U.S. Senate,,Write-ins,,0
Orangetown 23,U.S. Senate,,Total,,363
Orangetown 23,U.S. Senate,,Over Votes,,0
Orangetown 23,U.S. Senate,,Under Votes,,17
Orangetown 23,U.S. House,17,Nita M. Lowey,DEM,123
Orangetown 23,U.S. House,17,Joe Carvin,REP,206
Orangetown 23,U.S. House,17,Nita M. Lowey,WOR,8
Orangetown 23,U.S. House,17,Francis E. Morganthaler,WTP,4
Orangetown 23,U.S. House,17,Write-ins,,0
Orangetown 23,U.S. House,17,Total,,341
Orangetown 23,U.S. House,17,Over Votes,,0
Orangetown 23,U.S. House,17,Under Votes,,39
Orangetown 23,State Senate,38,David Carlucci,DEM,141
Orangetown 23,State Senate,38,Janis A. Castaldi,REP,169
Orangetown 23,State Senate,38,David Carlucci,WOR,13
Orangetown 23,State Senate,38,David Carlucci,IND,20
Orangetown 23,State Senate,38,Write-ins,,0
Orangetown 23,State Senate,38,Total,,343
Orangetown 23,State Senate,38,Over Votes,,0
Orangetown 23,State Senate,38,Under Votes,,37
Orangetown 23,State House,97,Ellen C. Jaffee,DEM,130
Orangetown 23,State House,97,Joseph T. Gravagna,REP,163
Orangetown 23,State House,97,Joseph T. Gravagna,CON,37
Orangetown 23,State House,97,Ellen C. Jaffee,WOR,7
Orangetown 23,State House,97,Joseph T. Gravagna,IND,10
Orangetown 23,State House,97,Write-ins,,0
Orangetown 23,State House,97,Total,,347
Orangetown 23,State House,97,Over Votes,,0
Orangetown 23,State House,97,Under Votes,,33
Orangetown 24,Ballots Cast,,,,440
Orangetown 24,President,,Barack Obama,DEM,129
Orangetown 24,President,,Mitt Romney,REP,262
Orangetown 24,President,,Mitt Romney,CON,36
Orangetown 24,President,,Barack Obama,WOR,3
Orangetown 24,President,,Jill Stein,GRE,1
Orangetown 24,President,,Peta Lindsay,PSL,0
Orangetown 24,President,,Gary Johnson,LBT,3
Orangetown 24,President,,Virgil Goode,CST,1
Orangetown 24,President,,Write-ins,,1
Orangetown 24,President,,Total,,436
Orangetown 24,President,,Over Votes,,0
Orangetown 24,President,,Under Votes,,4
Orangetown 24,U.S. Senate,,Kirsten E. Gillibrand,DEM,174
Orangetown 24,U.S. Senate,,Wendy Long,REP,172
Orangetown 24,U.S. Senate,,Wendy Long,CON,40
Orangetown 24,U.S. Senate,,Kirsten E. Gillibrand,WOR,17
Orangetown 24,U.S. Senate,,Kirsten E. Gillibrand,IND,16
Orangetown 24,U.S. Senate,,Colia Clark,GRE,0
Orangetown 24,U.S. Senate,,Chris Edes,LBT,3
Orangetown 24,U.S. Senate,,John Mangelli,CSP,3
Orangetown 24,U.S. Senate,,Write-ins,,0
Orangetown 24,U.S. Senate,,Total,,425
Orangetown 24,U.S. Senate,,Over Votes,,0
Orangetown 24,U.S. Senate,,Under Votes,,15
Orangetown 24,U.S. House,17,Nita M. Lowey,DEM,126
Orangetown 24,U.S. House,17,Joe Carvin,REP,256
Orangetown 24,U.S. House,17,Nita M. Lowey,WOR,20
Orangetown 24,U.S. House,17,Francis E. Morganthaler,WTP,3
Orangetown 24,U.S. House,17,Write-ins,,0
Orangetown 24,U.S. House,17,Total,,405
Orangetown 24,U.S. House,17,Over Votes,,0
Orangetown 24,U.S. House,17,Under Votes,,35
Orangetown 24,State Senate,38,David Carlucci,DEM,169
Orangetown 24,State Senate,38,Janis A. Castaldi,REP,204
Orangetown 24,State Senate,38,David Carlucci,WOR,20
Orangetown 24,State Senate,38,David Carlucci,IND,13
Orangetown 24,State Senate,38,Write-ins,,0
Orangetown 24,State Senate,38,Total,,406
Orangetown 24,State Senate,38,Over Votes,,1
Orangetown 24,State Senate,38,Under Votes,,33
Orangetown 24,State House,97,Ellen C. Jaffee,DEM,141
Orangetown 24,State House,97,Joseph T. Gravagna,REP,199
Orangetown 24,State House,97,Joseph T. Gravagna,CON,35
Orangetown 24,State House,97,Ellen C. Jaffee,WOR,16
Orangetown 24,State House,97,Joseph T. Gravagna,IND,13
Orangetown 24,State House,97,Write-ins,,0
Orangetown 24,State House,97,Total,,404
Orangetown 24,State House,97,Over Votes,,0
Orangetown 24,State House,97,Under Votes,,36
Orangetown 25,Ballots Cast,,,,454
Orangetown 25,President,,Barack Obama,DEM,132
Orangetown 25,President,,Mitt Romney,REP,288
Orangetown 25,President,,Mitt Romney,CON,19
Orangetown 25,President,,Barack Obama,WOR,4
Orangetown 25,President,,Jill Stein,GRE,3
Orangetown 25,President,,Peta Lindsay,PSL,0
Orangetown 25,President,,Gary Johnson,LBT,4
Orangetown 25,President,,Virgil Goode,CST,0
Orangetown 25,President,,Write-ins,,1
Orangetown 25,President,,Total,,451
Orangetown 25,President,,Over Votes,,1
Orangetown 25,President,,Under Votes,,2
Orangetown 25,U.S. Senate,,Kirsten E. Gillibrand,DEM,153
Orangetown 25,U.S. Senate,,Wendy Long,REP,223
Orangetown 25,U.S. Senate,,Wendy Long,CON,24
Orangetown 25,U.S. Senate,,Kirsten E. Gillibrand,WOR,10
Orangetown 25,U.S. Senate,,Kirsten E. Gillibrand,IND,11
Orangetown 25,U.S. Senate,,Colia Clark,GRE,0
Orangetown 25,U.S. Senate,,Chris Edes,LBT,3
Orangetown 25,U.S. Senate,,John Mangelli,CSP,0
Orangetown 25,U.S. Senate,,Write-ins,,0
Orangetown 25,U.S. Senate,,Total,,424
Orangetown 25,U.S. Senate,,Over Votes,,0
Orangetown 25,U.S. Senate,,Under Votes,,30
Orangetown 25,U.S. House,17,Nita M. Lowey,DEM,120
Orangetown 25,U.S. House,17,Joe Carvin,REP,265
Orangetown 25,U.S. House,17,Nita M. Lowey,WOR,9
Orangetown 25,U.S. House,17,Francis E. Morganthaler,WTP,1
Orangetown 25,U.S. House,17,Write-ins,,0
Orangetown 25,U.S. House,17,Total,,395
Orangetown 25,U.S. House,17,Over Votes,,1
Orangetown 25,U.S. House,17,Under Votes,,58
Orangetown 25,State Senate,38,David Carlucci,DEM,151
Orangetown 25,State Senate,38,Janis A. Castaldi,REP,221
Orangetown 25,State Senate,38,David Carlucci,WOR,11
Orangetown 25,State Senate,38,David Carlucci,IND,12
Orangetown 25,State Senate,38,Write-ins,,1
Orangetown 25,State Senate,38,Total,,396
Orangetown 25,State Senate,38,Over Votes,,0
Orangetown 25,State Senate,38,Under Votes,,58
Orangetown 25,State House,97,Ellen C. Jaffee,DEM,141
Orangetown 25,State House,97,Joseph T. Gravagna,REP,228
Orangetown 25,State House,97,Joseph T. Gravagna,CON,22
Orangetown 25,State House,97,Ellen C. Jaffee,WOR,7
Orangetown 25,State House,97,Joseph T. Gravagna,IND,3
Orangetown 25,State House,97,Write-ins,,0
Orangetown 25,State House,97,Total,,401
Orangetown 25,State House,97,Over Votes,,0
Orangetown 25,State House,97,Under Votes,,53
Orangetown 26,Ballots Cast,,,,726
Orangetown 26,President,,Barack Obama,DEM,286
Orangetown 26,President,,Mitt Romney,REP,392
Orangetown 26,President,,Mitt Romney,CON,35
Orangetown 26,President,,Barack Obama,WOR,6
Orangetown 26,President,,Jill Stein,GRE,3
Orangetown 26,President,,Peta Lindsay,PSL,0
Orangetown 26,President,,Gary Johnson,LBT,2
Orangetown 26,President,,Virgil Goode,CST,0
Orangetown 26,President,,Write-ins,,0
Orangetown 26,President,,Total,,724
Orangetown 26,President,,Over Votes,,0
Orangetown 26,President,,Under Votes,,2
Orangetown 26,U.S. Senate,,Kirsten E. Gillibrand,DEM,334
Orangetown 26,U.S. Senate,,Wendy Long,REP,264
Orangetown 26,U.S. Senate,,Wendy Long,CON,32
Orangetown 26,U.S. Senate,,Kirsten E. Gillibrand,WOR,19
Orangetown 26,U.S. Senate,,Kirsten E. Gillibrand,IND,22
Orangetown 26,U.S. Senate,,Colia Clark,GRE,7
Orangetown 26,U.S. Senate,,Chris Edes,LBT,0
Orangetown 26,U.S. Senate,,John Mangelli,CSP,2
Orangetown 26,U.S. Senate,,Write-ins,,0
Orangetown 26,U.S. Senate,,Total,,680
Orangetown 26,U.S. Senate,,Over Votes,,1
Orangetown 26,U.S. Senate,,Under Votes,,45
Orangetown 26,U.S. House,17,Nita M. Lowey,DEM,264
Orangetown 26,U.S. House,17,Joe Carvin,REP,351
Orangetown 26,U.S. House,17,Nita M. Lowey,WOR,14
Orangetown 26,U.S. House,17,Francis E. Morganthaler,WTP,2
Orangetown 26,U.S. House,17,Write-ins,,0
Orangetown 26,U.S. House,17,Total,,631
Orangetown 26,U.S. House,17,Over Votes,,0
Orangetown 26,U.S. House,17,Under Votes,,95
Orangetown 26,State Senate,38,David Carlucci,DEM,296
Orangetown 26,State Senate,38,Janis A. Castaldi,REP,307
Orangetown 26,State Senate,38,David Carlucci,WOR,23
Orangetown 26,State Senate,38,David Carlucci,IND,14
Orangetown 26,State Senate,38,Write-ins,,0
Orangetown 26,State Senate,38,Total,,640
Orangetown 26,State Senate,38,Over Votes,,0
Orangetown 26,State Senate,38,Under Votes,,86
Orangetown 26,State House,97,Ellen C. Jaffee,DEM,279
Orangetown 26,State House,97,Joseph T. Gravagna,REP,305
Orangetown 26,State House,97,Joseph T. Gravagna,CON,31
Orangetown 26,State House,97,Ellen C. Jaffee,WOR,16
Orangetown 26,State House,97,Joseph T. Gravagna,IND,10
Orangetown 26,State House,97,Write-ins,,0
Orangetown 26,State House,97,Total,,641
Orangetown 26,State House,97,Over Votes,,1
Orangetown 26,State House,97,Under Votes,,84
Orangetown 28,Ballots Cast,,,,517
Orangetown 28,President,,Barack Obama,DEM,228
Orangetown 28,President,,Mitt Romney,REP,231
Orangetown 28,President,,Mitt Romney,CON,37
Orangetown 28,President,,Barack Obama,WOR,10
Orangetown 28,President,,Jill Stein,GRE,0
Orangetown 28,President,,Peta Lindsay,PSL,0
Orangetown 28,President,,Gary Johnson,LBT,3
Orangetown 28,President,,Virgil Goode,CST,0
Orangetown 28,President,,Write-ins,,0
Orangetown 28,President,,Total,,509
Orangetown 28,President,,Over Votes,,0
Orangetown 28,President,,Under Votes,,8
Orangetown 28,U.S. Senate,,Kirsten E. Gillibrand,DEM,248
Orangetown 28,U.S. Senate,,Wendy Long,REP,167
Orangetown 28,U.S. Senate,,Wendy Long,CON,32
Orangetown 28,U.S. Senate,,Kirsten E. Gillibrand,WOR,15
Orangetown 28,U.S. Senate,,Kirsten E. Gillibrand,IND,15
Orangetown 28,U.S. Senate,,Colia Clark,GRE,4
Orangetown 28,U.S. Senate,,Chris Edes,LBT,3
Orangetown 28,U.S. Senate,,John Mangelli,CSP,2
Orangetown 28,U.S. Senate,,Write-ins,,0
Orangetown 28,U.S. Senate,,Total,,486
Orangetown 28,U.S. Senate,,Over Votes,,1
Orangetown 28,U.S. Senate,,Under Votes,,30
Orangetown 28,U.S. House,17,Nita M. Lowey,DEM,198
Orangetown 28,U.S. House,17,Joe Carvin,REP,223
Orangetown 28,U.S. House,17,Nita M. Lowey,WOR,11
Orangetown 28,U.S. House,17,Francis E. Morganthaler,WTP,7
Orangetown 28,U.S. House,17,Write-ins,,1
Orangetown 28,U.S. House,17,Total,,440
Orangetown 28,U.S. House,17,Over Votes,,0
Orangetown 28,U.S. House,17,Under Votes,,77
Orangetown 28,State Senate,38,David Carlucci,DEM,246
Orangetown 28,State Senate,38,Janis A. Castaldi,REP,176
Orangetown 28,State Senate,38,David Carlucci,WOR,18
Orangetown 28,State Senate,38,David Carlucci,IND,9
Orangetown 28,State Senate,38,Write-ins,,3
Orangetown 28,State Senate,38,Total,,452
Orangetown 28,State Senate,38,Over Votes,,0
Orangetown 28,State Senate,38,Under Votes,,65
Orangetown 28,State House,97,Ellen C. Jaffee,DEM,212
Orangetown 28,State House,97,Joseph T. Gravagna,REP,180
Orangetown 28,State House,97,Joseph T. Gravagna,CON,42
