candidate,office,district,party,county,precinct,votes,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 8,217,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 8,38,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 8,5,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 8,5,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 8,3,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 8,3,,
McMurray,U.S. House,27,,Genesee,LeRoy 8,202,,
Collins,U.S. House,27,,Genesee,LeRoy 8,199,,
Collins,U.S. House,27,,Genesee,LeRoy 8,33,,
McMurray,U.S. House,27,,Genesee,LeRoy 8,9,,
Collins,U.S. House,27,,Genesee,LeRoy 8,4,,
McMurray,U.S. House,27,,Genesee,LeRoy 8,4,,
Piegza,U.S. House,27,,Genesee,LeRoy 8,18,,
Seamans,State Senate,61,,Genesee,LeRoy 8,161,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 8,235,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 8,39,,
Seamans,State Senate,61,,Genesee,LeRoy 8,8,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 8,7,,
Seamans,State Senate,61,,Genesee,LeRoy 8,3,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 8,5,,
Hawley,State Assembly,139,,Genesee,LeRoy 8,294,,
Hawley,State Assembly,139,,Genesee,LeRoy 8,44,,
Hawley,State Assembly,139,,Genesee,LeRoy 8,26,,
Hawley,State Assembly,139,,Genesee,LeRoy 8,4,,
Glogowski,State Assembly,139,,Genesee,LeRoy 8,37,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 1,68,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 1,201,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 1,27,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Oakfield 1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 1,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 1,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 1,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 1,0,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Oakfield 1,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Oakfield 1,16,,
DiNapoli,Comptroller,,,Genesee,Oakfield 1,92,,
Trichter,Comptroller,,,Genesee,Oakfield 1,181,,
Trichter,Comptroller,,,Genesee,Oakfield 1,26,,
Dunlea,Comptroller,,,Genesee,Oakfield 1,3,,
DiNapoli,Comptroller,,,Genesee,Oakfield 1,7,,
DiNapoli,Comptroller,,,Genesee,Oakfield 1,2,,
DiNapoli,Comptroller,,,Genesee,Oakfield 1,1,,
DiNapoli,Comptroller,,,Genesee,Oakfield 1,0,,
Gallaudet ,Comptroller,,,Genesee,Oakfield 1,6,,
James,Attorney General,,,Genesee,Oakfield 1,60,,
Wofford,Attorney General,,,Genesee,Oakfield 1,196,,
Wofford,Attorney General,,,Genesee,Oakfield 1,29,,
Sussman,Attorney General,,,Genesee,Oakfield 1,1,,
James,Attorney General,,,Genesee,Oakfield 1,7,,
James,Attorney General,,,Genesee,Oakfield 1,2,,
Sliwa,Attorney General,,,Genesee,Oakfield 1,3,,
Garvey,Attorney General,,,Genesee,Oakfield 1,11,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 1,97,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 1,182,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 1,27,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 1,5,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 1,2,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 1,2,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 1,1,,
McMurray,U.S. House,27,,Genesee,Oakfield 1,113,,
Collins,U.S. House,27,,Genesee,Oakfield 1,158,,
Collins,U.S. House,27,,Genesee,Oakfield 1,25,,
McMurray,U.S. House,27,,Genesee,Oakfield 1,6,,
Collins,U.S. House,27,,Genesee,Oakfield 1,1,,
McMurray,U.S. House,27,,Genesee,Oakfield 1,1,,
Piegza,U.S. House,27,,Genesee,Oakfield 1,10,,
Seamans,State Senate,61,,Genesee,Oakfield 1,62,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 1,214,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 1,26,,
Seamans,State Senate,61,,Genesee,Oakfield 1,6,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 1,4,,
Seamans,State Senate,61,,Genesee,Oakfield 1,2,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 1,0,,
Hawley,State Assembly,139,,Genesee,Oakfield 1,237,,
Hawley,State Assembly,139,,Genesee,Oakfield 1,33,,
Hawley,State Assembly,139,,Genesee,Oakfield 1,7,,
Hawley,State Assembly,139,,Genesee,Oakfield 1,1,,
Glogowski,State Assembly,139,,Genesee,Oakfield 1,17,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 2,59,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 2,228,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 2,48,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Oakfield 2,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 2,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 2,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 2,4,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Oakfield 2,1,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Oakfield 2,28,,
DiNapoli,Comptroller,,,Genesee,Oakfield 2,96,,
Trichter,Comptroller,,,Genesee,Oakfield 2,195,,
Trichter,Comptroller,,,Genesee,Oakfield 2,43,,
Dunlea,Comptroller,,,Genesee,Oakfield 2,5,,
DiNapoli,Comptroller,,,Genesee,Oakfield 2,6,,
DiNapoli,Comptroller,,,Genesee,Oakfield 2,8,,
DiNapoli,Comptroller,,,Genesee,Oakfield 2,2,,
DiNapoli,Comptroller,,,Genesee,Oakfield 2,2,,
Gallaudet ,Comptroller,,,Genesee,Oakfield 2,12,,
James,Attorney General,,,Genesee,Oakfield 2,62,,
Wofford,Attorney General,,,Genesee,Oakfield 2,228,,
Wofford,Attorney General,,,Genesee,Oakfield 2,51,,
Sussman,Attorney General,,,Genesee,Oakfield 2,4,,
James,Attorney General,,,Genesee,Oakfield 2,3,,
James,Attorney General,,,Genesee,Oakfield 2,3,,
Sliwa,Attorney General,,,Genesee,Oakfield 2,3,,
Garvey,Attorney General,,,Genesee,Oakfield 2,10,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 2,91,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 2,206,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 2,50,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 2,11,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 2,6,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 2,2,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 2,2,,
McMurray,U.S. House,27,,Genesee,Oakfield 2,108,,
Collins,U.S. House,27,,Genesee,Oakfield 2,191,,
Collins,U.S. House,27,,Genesee,Oakfield 2,44,,
McMurray,U.S. House,27,,Genesee,Oakfield 2,8,,
Collins,U.S. House,27,,Genesee,Oakfield 2,4,,
McMurray,U.S. House,27,,Genesee,Oakfield 2,3,,
Piegza,U.S. House,27,,Genesee,Oakfield 2,16,,
Seamans,State Senate,61,,Genesee,Oakfield 2,65,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 2,238,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 2,52,,
Seamans,State Senate,61,,Genesee,Oakfield 2,5,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 2,5,,
Seamans,State Senate,61,,Genesee,Oakfield 2,2,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 2,3,,
Hawley,State Assembly,139,,Genesee,Oakfield 2,272,,
Hawley,State Assembly,139,,Genesee,Oakfield 2,51,,
Hawley,State Assembly,139,,Genesee,Oakfield 2,11,,
Hawley,State Assembly,139,,Genesee,Oakfield 2,4,,
Glogowski,State Assembly,139,,Genesee,Oakfield 2,10,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 3,89,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 3,198,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 3,23,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Oakfield 3,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 3,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 3,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Oakfield 3,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Oakfield 3,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Oakfield 3,1,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Oakfield 3,16,,
DiNapoli,Comptroller,,,Genesee,Oakfield 3,123,,
Trichter,Comptroller,,,Genesee,Oakfield 3,170,,
Trichter,Comptroller,,,Genesee,Oakfield 3,20,,
Dunlea,Comptroller,,,Genesee,Oakfield 3,1,,
DiNapoli,Comptroller,,,Genesee,Oakfield 3,4,,
DiNapoli,Comptroller,,,Genesee,Oakfield 3,4,,
DiNapoli,Comptroller,,,Genesee,Oakfield 3,0,,
DiNapoli,Comptroller,,,Genesee,Oakfield 3,1,,
Gallaudet ,Comptroller,,,Genesee,Oakfield 3,7,,
James,Attorney General,,,Genesee,Oakfield 3,89,,
Wofford,Attorney General,,,Genesee,Oakfield 3,195,,
Wofford,Attorney General,,,Genesee,Oakfield 3,28,,
Sussman,Attorney General,,,Genesee,Oakfield 3,3,,
James,Attorney General,,,Genesee,Oakfield 3,2,,
James,Attorney General,,,Genesee,Oakfield 3,3,,
Sliwa,Attorney General,,,Genesee,Oakfield 3,0,,
Garvey,Attorney General,,,Genesee,Oakfield 3,6,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 3,119,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 3,175,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 3,23,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 3,7,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 3,5,,
Gillibrand,U.S. Senate,,,Genesee,Oakfield 3,1,,
CC Farley,U.S. Senate,,,Genesee,Oakfield 3,0,,
McMurray,U.S. House,27,,Genesee,Oakfield 3,126,,
Collins,U.S. House,27,,Genesee,Oakfield 3,161,,
Collins,U.S. House,27,,Genesee,Oakfield 3,20,,
McMurray,U.S. House,27,,Genesee,Oakfield 3,8,,
Collins,U.S. House,27,,Genesee,Oakfield 3,1,,
McMurray,U.S. House,27,,Genesee,Oakfield 3,0,,
Piegza,U.S. House,27,,Genesee,Oakfield 3,9,,
Seamans,State Senate,61,,Genesee,Oakfield 3,94,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 3,202,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 3,25,,
Seamans,State Senate,61,,Genesee,Oakfield 3,4,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 3,4,,
Seamans,State Senate,61,,Genesee,Oakfield 3,2,,
Ranzenhofer ,State Senate,61,,Genesee,Oakfield 3,1,,
Hawley,State Assembly,139,,Genesee,Oakfield 3,237,,
Hawley,State Assembly,139,,Genesee,Oakfield 3,27,,
Hawley,State Assembly,139,,Genesee,Oakfield 3,17,,
Hawley,State Assembly,139,,Genesee,Oakfield 3,2,,
Glogowski,State Assembly,139,,Genesee,Oakfield 3,13,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pavilion 1,82,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pavilion 1,302,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pavilion 1,51,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Pavilion 1,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pavilion 1,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pavilion 1,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pavilion 1,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pavilion 1,2,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Pavilion 1,7,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Pavilion 1,41,,
DiNapoli,Comptroller,,,Genesee,Pavilion 1,134,,
Trichter,Comptroller,,,Genesee,Pavilion 1,279,,
Trichter,Comptroller,,,Genesee,Pavilion 1,42,,
Dunlea,Comptroller,,,Genesee,Pavilion 1,5,,
DiNapoli,Comptroller,,,Genesee,Pavilion 1,7,,
DiNapoli,Comptroller,,,Genesee,Pavilion 1,5,,
DiNapoli,Comptroller,,,Genesee,Pavilion 1,1,,
DiNapoli,Comptroller,,,Genesee,Pavilion 1,3,,
Gallaudet ,Comptroller,,,Genesee,Pavilion 1,5,,
James,Attorney General,,,Genesee,Pavilion 1,105,,
Wofford,Attorney General,,,Genesee,Pavilion 1,302,,
Wofford,Attorney General,,,Genesee,Pavilion 1,42,,
Sussman,Attorney General,,,Genesee,Pavilion 1,8,,
James,Attorney General,,,Genesee,Pavilion 1,6,,
James,Attorney General,,,Genesee,Pavilion 1,4,,
Sliwa,Attorney General,,,Genesee,Pavilion 1,3,,
Garvey,Attorney General,,,Genesee,Pavilion 1,7,,
Gillibrand,U.S. Senate,,,Genesee,Pavilion 1,152,,
CC Farley,U.S. Senate,,,Genesee,Pavilion 1,274,,
CC Farley,U.S. Senate,,,Genesee,Pavilion 1,39,,
Gillibrand,U.S. Senate,,,Genesee,Pavilion 1,10,,
Gillibrand,U.S. Senate,,,Genesee,Pavilion 1,7,,
Gillibrand,U.S. Senate,,,Genesee,Pavilion 1,2,,
CC Farley,U.S. Senate,,,Genesee,Pavilion 1,1,,
McMurray,U.S. House,27,,Genesee,Pavilion 1,165,,
Collins,U.S. House,27,,Genesee,Pavilion 1,250,,
Collins,U.S. House,27,,Genesee,Pavilion 1,39,,
McMurray,U.S. House,27,,Genesee,Pavilion 1,10,,
Collins,U.S. House,27,,Genesee,Pavilion 1,1,,
McMurray,U.S. House,27,,Genesee,Pavilion 1,2,,
Piegza,U.S. House,27,,Genesee,Pavilion 1,19,,
Seamans,State Senate,61,,Genesee,Pavilion 1,94,,
Ranzenhofer ,State Senate,61,,Genesee,Pavilion 1,339,,
Ranzenhofer ,State Senate,61,,Genesee,Pavilion 1,43,,
Seamans,State Senate,61,,Genesee,Pavilion 1,5,,
Ranzenhofer ,State Senate,61,,Genesee,Pavilion 1,4,,
Seamans,State Senate,61,,Genesee,Pavilion 1,2,,
Ranzenhofer ,State Senate,61,,Genesee,Pavilion 1,3,,
Hawley,State Assembly,139,,Genesee,Pavilion 1,378,,
Hawley,State Assembly,139,,Genesee,Pavilion 1,45,,
Hawley,State Assembly,139,,Genesee,Pavilion 1,8,,
Hawley,State Assembly,139,,Genesee,Pavilion 1,4,,
Glogowski,State Assembly,139,,Genesee,Pavilion 1,19,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pavilion 2,67,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pavilion 2,276,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pavilion 2,39,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Pavilion 2,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pavilion 2,0,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pavilion 2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pavilion 2,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pavilion 2,2,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Pavilion 2,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Pavilion 2,24,,
DiNapoli,Comptroller,,,Genesee,Pavilion 2,128,,
Trichter,Comptroller,,,Genesee,Pavilion 2,235,,
Trichter,Comptroller,,,Genesee,Pavilion 2,27,,
Dunlea,Comptroller,,,Genesee,Pavilion 2,2,,
DiNapoli,Comptroller,,,Genesee,Pavilion 2,4,,
DiNapoli,Comptroller,,,Genesee,Pavilion 2,3,,
DiNapoli,Comptroller,,,Genesee,Pavilion 2,1,,
DiNapoli,Comptroller,,,Genesee,Pavilion 2,1,,
Gallaudet ,Comptroller,,,Genesee,Pavilion 2,5,,
James,Attorney General,,,Genesee,Pavilion 2,78,,
Wofford,Attorney General,,,Genesee,Pavilion 2,269,,
Wofford,Attorney General,,,Genesee,Pavilion 2,33,,
Sussman,Attorney General,,,Genesee,Pavilion 2,0,,
James,Attorney General,,,Genesee,Pavilion 2,2,,
James,Attorney General,,,Genesee,Pavilion 2,3,,
Sliwa,Attorney General,,,Genesee,Pavilion 2,1,,
Garvey,Attorney General,,,Genesee,Pavilion 2,5,,
Gillibrand,U.S. Senate,,,Genesee,Pavilion 2,123,,
CC Farley,U.S. Senate,,,Genesee,Pavilion 2,237,,
CC Farley,U.S. Senate,,,Genesee,Pavilion 2,30,,
Gillibrand,U.S. Senate,,,Genesee,Pavilion 2,6,,
Gillibrand,U.S. Senate,,,Genesee,Pavilion 2,4,,
Gillibrand,U.S. Senate,,,Genesee,Pavilion 2,1,,
CC Farley,U.S. Senate,,,Genesee,Pavilion 2,2,,
McMurray,U.S. House,27,,Genesee,Pavilion 2,149,,
Collins,U.S. House,27,,Genesee,Pavilion 2,210,,
Collins,U.S. House,27,,Genesee,Pavilion 2,25,,
McMurray,U.S. House,27,,Genesee,Pavilion 2,5,,
Collins,U.S. House,27,,Genesee,Pavilion 2,1,,
McMurray,U.S. House,27,,Genesee,Pavilion 2,1,,
Piegza,U.S. House,27,,Genesee,Pavilion 2,14,,
Seamans,State Senate,61,,Genesee,Pavilion 2,69,,
Ranzenhofer ,State Senate,61,,Genesee,Pavilion 2,296,,
Ranzenhofer ,State Senate,61,,Genesee,Pavilion 2,34,,
Seamans,State Senate,61,,Genesee,Pavilion 2,3,,
Ranzenhofer ,State Senate,61,,Genesee,Pavilion 2,4,,
Seamans,State Senate,61,,Genesee,Pavilion 2,0,,
Ranzenhofer ,State Senate,61,,Genesee,Pavilion 2,2,,
Hawley,State Assembly,139,,Genesee,Pavilion 2,336,,
Hawley,State Assembly,139,,Genesee,Pavilion 2,38,,
Hawley,State Assembly,139,,Genesee,Pavilion 2,8,,
Hawley,State Assembly,139,,Genesee,Pavilion 2,1,,
Glogowski,State Assembly,139,,Genesee,Pavilion 2,12,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 1,99,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 1,260,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 1,36,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Pembroke 1,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 1,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 1,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 1,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 1,3,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Pembroke 1,2,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Pembroke 1,23,,
DiNapoli,Comptroller,,,Genesee,Pembroke 1,129,,
Trichter,Comptroller,,,Genesee,Pembroke 1,224,,
Trichter,Comptroller,,,Genesee,Pembroke 1,37,,
Dunlea,Comptroller,,,Genesee,Pembroke 1,8,,
DiNapoli,Comptroller,,,Genesee,Pembroke 1,10,,
DiNapoli,Comptroller,,,Genesee,Pembroke 1,10,,
DiNapoli,Comptroller,,,Genesee,Pembroke 1,2,,
DiNapoli,Comptroller,,,Genesee,Pembroke 1,2,,
Gallaudet ,Comptroller,,,Genesee,Pembroke 1,4,,
James,Attorney General,,,Genesee,Pembroke 1,107,,
Wofford,Attorney General,,,Genesee,Pembroke 1,259,,
Wofford,Attorney General,,,Genesee,Pembroke 1,40,,
Sussman,Attorney General,,,Genesee,Pembroke 1,7,,
James,Attorney General,,,Genesee,Pembroke 1,4,,
James,Attorney General,,,Genesee,Pembroke 1,5,,
Sliwa,Attorney General,,,Genesee,Pembroke 1,4,,
Garvey,Attorney General,,,Genesee,Pembroke 1,3,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 1,137,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 1,235,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 1,36,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 1,11,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 1,5,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 1,2,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 1,5,,
McMurray,U.S. House,27,,Genesee,Pembroke 1,151,,
Collins,U.S. House,27,,Genesee,Pembroke 1,208,,
Collins,U.S. House,27,,Genesee,Pembroke 1,31,,
McMurray,U.S. House,27,,Genesee,Pembroke 1,10,,
Collins,U.S. House,27,,Genesee,Pembroke 1,6,,
McMurray,U.S. House,27,,Genesee,Pembroke 1,1,,
Piegza,U.S. House,27,,Genesee,Pembroke 1,19,,
Seamans,State Senate,61,,Genesee,Pembroke 1,104,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 1,267,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 1,39,,
Seamans,State Senate,61,,Genesee,Pembroke 1,2,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 1,9,,
Seamans,State Senate,61,,Genesee,Pembroke 1,3,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 1,4,,
Hawley,State Assembly,139,,Genesee,Pembroke 1,299,,
Hawley,State Assembly,139,,Genesee,Pembroke 1,42,,
Hawley,State Assembly,139,,Genesee,Pembroke 1,20,,
Hawley,State Assembly,139,,Genesee,Pembroke 1,5,,
Glogowski,State Assembly,139,,Genesee,Pembroke 1,16,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 2,107,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 2,237,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 2,45,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Pembroke 2,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 2,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 2,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 2,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 2,2,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Pembroke 2,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Pembroke 2,14,,
DiNapoli,Comptroller,,,Genesee,Pembroke 2,142,,
Trichter,Comptroller,,,Genesee,Pembroke 2,200,,
Trichter,Comptroller,,,Genesee,Pembroke 2,40,,
Dunlea,Comptroller,,,Genesee,Pembroke 2,2,,
DiNapoli,Comptroller,,,Genesee,Pembroke 2,13,,
DiNapoli,Comptroller,,,Genesee,Pembroke 2,2,,
DiNapoli,Comptroller,,,Genesee,Pembroke 2,3,,
DiNapoli,Comptroller,,,Genesee,Pembroke 2,3,,
Gallaudet ,Comptroller,,,Genesee,Pembroke 2,4,,
James,Attorney General,,,Genesee,Pembroke 2,109,,
Wofford,Attorney General,,,Genesee,Pembroke 2,238,,
Wofford,Attorney General,,,Genesee,Pembroke 2,45,,
Sussman,Attorney General,,,Genesee,Pembroke 2,3,,
James,Attorney General,,,Genesee,Pembroke 2,5,,
James,Attorney General,,,Genesee,Pembroke 2,4,,
Sliwa,Attorney General,,,Genesee,Pembroke 2,4,,
Garvey,Attorney General,,,Genesee,Pembroke 2,5,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 2,140,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 2,210,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 2,44,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 2,6,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 2,4,,
Gillibrand,U.S. Senate,,,Genesee,Pembroke 2,3,,
CC Farley,U.S. Senate,,,Genesee,Pembroke 2,0,,
McMurray,U.S. House,27,,Genesee,Pembroke 2,150,,
Collins,U.S. House,27,,Genesee,Pembroke 2,187,,
Collins,U.S. House,27,,Genesee,Pembroke 2,41,,
McMurray,U.S. House,27,,Genesee,Pembroke 2,15,,
Collins,U.S. House,27,,Genesee,Pembroke 2,1,,
McMurray,U.S. House,27,,Genesee,Pembroke 2,6,,
Piegza,U.S. House,27,,Genesee,Pembroke 2,10,,
Seamans,State Senate,61,,Genesee,Pembroke 2,97,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 2,248,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 2,48,,
Seamans,State Senate,61,,Genesee,Pembroke 2,6,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 2,6,,
Seamans,State Senate,61,,Genesee,Pembroke 2,4,,
Ranzenhofer ,State Senate,61,,Genesee,Pembroke 2,3,,
Hawley,State Assembly,139,,Genesee,Pembroke 2,267,,
Hawley,State Assembly,139,,Genesee,Pembroke 2,60,,
Hawley,State Assembly,139,,Genesee,Pembroke 2,10,,
Hawley,State Assembly,139,,Genesee,Pembroke 2,4,,
Glogowski,State Assembly,139,,Genesee,Pembroke 2,26,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 3,85,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 3,240,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 3,41,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,Pembroke 3,8,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 3,9,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 3,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,Pembroke 3,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,Pembroke 3,0,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,Pembroke 3,1,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,Pembroke 3,19,,
DiNapoli,Comptroller,,,Genesee,Pembroke 3,117,,
Trichter,Comptroller,,,Genesee,Pembroke 3,224,,
Trichter,Comptroller,,,Genesee,Pembroke 3,33,,
Dunlea,Comptroller,,,Genesee,Pembroke 3,3,,
DiNapoli,Comptroller,,,Genesee,Pembroke 3,6,,
DiNapoli,Comptroller,,,Genesee,Pembroke 3,6,,
DiNapoli,Comptroller,,,Genesee,Pembroke 3,2,,
DiNapoli,Comptroller,,,Genesee,Pembroke 3,0,,
Gallaudet ,Comptroller,,,Genesee,Pembroke 3,3,,
James,Attorney General,,,Genesee,Pembroke 3,91,,
Wofford,Attorney General,,,Genesee,Pembroke 3,247,,
Wofford,Attorney General,,,Genesee,Pembroke 3,35,,
Sussman,Attorney General,,,Genesee,Pembroke 3,5,,
James,Attorney General,,,Genesee,Pembroke 3,5,,
James,Attorney General,,,Genesee,Pembroke 3,4,,
